Latitude,Longitude,Name,Crop_Name,Duration,Height,height_numeric,duration_numeric,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,Predicted_height,Correct
12.9834917,77.3637385,Bangalore Rural,Maize,Medium,Medium,2,2,0.269709544,0.189984626,0.177692308,0.24461738,0.171516755,0.297392177,0.046964856,0.021579165,0.227820844,0.496143959,0.092145198,0.40181956,0.593433124,0.582575395,0.008966782,0.071450858,0.087378641,0.00260251,0.440373396,0.043579684,-0.009348402,0.011941127,0.023795207,0.082350079,0.391778687,0.275063398,0.448300409,0.046435966,0.071237674,0.130863502,0.286245353,-0.000978282,0.020206444,0.520718514,0.541141141,0.561769192,0.070109107,-12.54500705,-11.85941323,-9.997219055,-8.053775053,-7.667991112,-9.062076741,-6.978638443,-9.407656809,-8.502909746,-7.892301708,-7.463683283,-7.352700778,-10.76979939,-6.218793921,-9.169617559,-16.7506503,-18.06856435,-18.05358561,-17.86806157,-16.54867399,-15.60760067,-17.62715141,-16.11875302,-13.28717814,-12.80937687,-14.34340906,-16.09929587,-13.34451808,-15.79938149,-11.67657213,3,False
12.9835227,77.3637159,Bangalore Rural,Ragi,Low,Short,1,1,0.297459584,0.223789885,0.186571484,0.269523602,0.177529076,0.34181469,0.067821849,0.027352117,0.229540056,0.548192771,0.09686055,0.419378428,0.590034534,0.621596022,0.006516876,0.07631786,0.089049209,0.003064115,0.429232192,0.041816262,-0.009443133,0.00975202,0.021386241,0.077034708,0.387747189,0.247457627,0.433982491,0.045862511,0.069294107,0.138183869,0.264332826,0.002992843,0.005773745,0.581702128,0.582827055,0.641176471,0.067212408,-12.54500705,-11.33526965,-9.997219055,-8.053775053,-7.772046492,-9.062076741,-6.788952135,-6.466593476,-8.502909746,-8.540697116,-8.552882441,-8.318204364,-10.76979939,-6.218793921,-9.169617559,-16.7506503,-19.6011909,-18.05358561,-17.86806157,-16.05864168,-15.60760067,-19.58522497,-14.96328571,-13.28717814,-12.55949177,-16.33814385,-16.98541489,-13.34451808,-15.79938149,-11.67657213,3,False
12.9835549,77.3637629,Bangalore Rural,Ragi,Low,Short,1,1,0.178197908,0.154236944,0.151571508,0.223066841,0.158972125,0.232552524,0.100463679,0.022794359,0.209729038,0.307180219,0.091219096,0.261410788,0.388386483,0.373134328,-0.002807775,0.075372208,0.089650767,0.004667243,0.306075834,0.040363483,-0.009531761,0.012482663,0.021768941,0.077283372,0.341040462,0.303214286,0.347882858,0.046150805,0.069562827,0.13103643,0.240179278,0.003139717,0.029558833,0.346702317,0.385655738,0.362391034,0.07049552,-12.54500705,-11.33526965,-8.445637588,-7.58780181,-7.772046492,-9.062076741,-6.788952135,-8.097633354,-8.400968118,-8.540697116,-8.552882441,-8.318204364,-10.92894999,-7.782712743,-8.970649247,-16.7506503,-19.6011909,-16.71637275,-21.5581585,-16.05864168,-15.60760067,-19.58522497,-15.12265318,-14.68009114,-12.55949177,-16.33814385,-16.98541489,-13.52247308,-18.85255939,-12.94994358,3,False
12.9841001,77.3638387,Bangalore Rural,Ragi,Low,Short,1,1,0.249513619,0.19817975,0.159912158,0.237391304,0.159509202,0.296514482,0.12188855,0.023773006,0.211141824,0.428571429,0.090018371,0.265631557,0.3902133,0.418352245,0.076958314,0.108557709,0.102163962,-0.003098818,0.308532899,0.037930682,-0.011037834,0.009735489,0.021795092,0.078742138,0.333017751,0.296746514,0.273391813,0.043980801,0.052957298,0.134170153,0.22031329,0.002764613,0.010630849,0.435324178,0.475069252,0.526573427,0.075821673,-8.517030125,-10.77672208,-7.224366769,-9.939363774,-8.313030416,-8.840535347,-11.59600766,-12.41372602,-9.676443832,-8.573180316,-7.563018138,-11.2788563,-7.351022043,-11.76115457,-7.764656475,-14.88346952,-15.87046893,-15.72136207,-13.24784237,-16.84877594,-17.20850598,-17.97082323,-14.43616227,-20.29973856,-18.98205367,-18.19393603,-10.28544229,-11.08554017,-18.6189111,-12.75100969,2,False
12.9842267,77.3637885,Bangalore Rural,Ragi,Low,Short,1,1,0.165950129,0.165433174,0.134282416,0.185757884,0.137681159,0.23180593,0.141941392,0.029862059,0.186149003,0.319095998,0.094772838,0.189168279,0.172649573,0.220943354,0.040279099,0.11013986,0.100892949,-0.00638996,0.189534142,0.034426061,-0.007722814,0.015313653,0.021731691,0.084583386,0.287958115,0.253246753,0.269897418,0.040876198,0.052862662,0.13110396,0.198710569,0.000524934,0.012202873,0.426941363,0.440961786,0.515407855,0.076457229,-18.01211886,-15.34506644,-10.92472617,-12.33692428,-10.68731654,-10.94362001,-14.31612298,-17.58109705,-11.77606848,-9.493504282,-10.41601085,-9.39506305,-8.437910781,-13.62175336,-8.959697711,-19.52370627,-22.08712987,-18.55542406,-13.50349529,-20.60285478,-22.46482334,-19.11270866,-19.7818081,-20.7045968,-18.3569667,-21.43348309,-14.57833227,-13.28711227,-16.19581682,-14.35427061,2,False
12.9844324,77.3646895,Bangalore Rural,Ragi,Low,Short,1,1,0.24134661,0.218825813,0.172781308,0.221810838,0.149039523,0.300800413,0.162831471,0.021986105,0.201718582,0.440787893,0.096845194,0.359763813,0.411764706,0.482109228,0.128060794,0.075193254,0.070430906,-0.005357451,0.32957332,0.036424534,-0.008774373,0.010954902,0.019064717,0.093100795,0.204520134,0.492271861,0.42768635,0.047551455,0.057682037,0.130278774,0.163488243,0.00331785,0.011442223,0.385034014,0.357251576,0.376229726,0.081357407,-9.850799983,-7.723098211,-6.267308656,-8.109002539,-7.652681114,-5.085526788,-9.499187914,-8.893935573,-8.314427034,-4.022030821,-6.274039236,-9.653451306,-6.767426388,-11.11560735,-6.865923725,-18.73269842,-19.33098141,-16.59065001,-14.58262711,-17.75766265,-13.08907664,-14.80524151,-14.32429393,-9.884538698,-12.82502656,-19.11689921,-17.44755692,-13.58901671,-14.06993803,-16.89911186,3,False
12.9845187,77.3647036,Bangalore Rural,Ragi,Low,Short,1,1,0.247047481,0.223262691,0.180631579,0.224043716,0.149002217,0.328555678,0.137254902,0.030065999,0.194191591,0.428730512,0.091241321,0.317431193,0.374160623,0.47194895,0.118099231,0.069775535,0.070659156,-0.006676643,0.313887455,0.035080304,-0.007532431,0.01622903,0.021997775,0.095854922,0.202083991,0.438400744,0.40459364,0.047221657,0.059303977,0.125415282,0.137918352,0.002576809,0.011544462,0.467920585,0.409735866,0.445959428,0.076437969,-8.204108982,-11.03835613,-3.29415913,-5.836258602,-5.60807998,-9.884755482,-11.38775024,-8.903588947,-10.05055649,-4.550709992,-5.504863646,-6.486289708,-6.495223488,-10.78124508,-8.274934979,-17.4684078,-20.46495347,-16.07831847,-13.69388286,-17.39421172,-14.72873702,-14.62116299,-17.60048189,-11.81426993,-16.1376907,-21.01730505,-17.70644733,-14.60409889,-15.08675787,-16.40168682,2,False
12.9856773,77.3713803,Bangalore Rural,Ragi,Low,Short,1,1,0.189580318,0.178233091,0.139831339,0.056467267,0.134197233,0.325826545,0.05474802,0.307866014,0.193470375,0.466294747,0.09281176,0.103066534,0.44577162,0.525384792,0.043676291,0.082695811,0.046218106,-0.012088839,0.372259405,0.104761905,-0.007152281,0.013154501,0.015285326,0.072818719,0.440181518,0.490622656,0.457401589,0.054184165,0.080348286,0.12099359,0.115851322,0.00122067,0.054579674,0.409159159,0.423061141,0.527552674,0.086475024,-14.33875111,-13.91867555,-12.44812859,-13.84189442,-15.1983359,-10.898594,-12.35196302,-13.78203373,-12.00671154,-13.09671022,-15.40328133,-7.811076571,-13.51626566,-11.17406285,-9.952943681,-18.8345785,-26.32855817,-22.8577923,-23.7182104,-20.51366837,-20.06785687,-16.7526605,-16.87957847,-20.75541548,-18.57254833,-21.61154109,-15.31904058,-14.61680414,-20.04885127,-15.92605258,2,False
12.9858822,77.3715463,Bangalore Rural,Coconut,Long,Tall,3,3,0.215536938,0.209313155,0.167812374,0.049489531,0.142981691,0.329507413,0.041587117,0.269169187,0.197657985,0.544245759,0.099270614,0.109395415,0.507600299,0.583624099,0.034456119,0.085566806,0.056313524,-0.016061252,0.36613327,0.070166949,-0.013955426,0.009924709,0.013819415,0.070546548,0.50393513,0.511848341,0.451563692,0.051478866,0.08047479,0.125712015,0.114551084,0.004669419,0.049371634,0.425010052,0.494058501,0.592426036,0.091166411,-13.63264384,-15.26951318,-12.87900489,-11.66720356,-11.0417496,-6.971059753,-13.42438365,-11.41349654,-14.92668077,-10.41283166,-11.19583962,-10.31554062,-8.256199172,-10.73017633,-8.643248852,-19.49897938,-21.57172141,-19.39877095,-18.64931888,-16.15091575,-15.99932717,-14.02498391,-19.63501128,-19.6685357,-13.45916956,-16.81206474,-18.14181458,-14.11414932,-16.77399484,-15.60664279,2,False
13.0222439,77.3823847,Bangalore Rural,Ragi,Low,Short,1,1,0.15537508,0.162356931,0.1273393,0.105467372,0.145214521,0.212549713,0.210413081,0.204063986,0.136390244,0.300588502,0.118634175,0.315957933,0.362976831,0.494764398,0.046271673,0.038756342,0.207248417,0.022603916,0.242942193,0.091942149,-0.013769483,0.011123817,0.013542655,0.203220106,0.165279063,0.122113164,0.412810195,0.102650343,0.036042801,0.123674912,0.104107744,0.082899757,0.02646704,0.303795102,0.40674438,0.540362438,0.065030189,-8.405862388,-11.49965515,-10.17453071,-8.446762066,-14.78093723,-9.851977259,-8.81552299,-11.89055562,-9.781219546,-9.431051964,-12.39961292,-6.828862649,-10.41064556,-12.18432903,-5.105980688,-20.50906003,-22.81348169,-16.77335947,-17.77848613,-23.74167084,-15.23839566,-14.67194813,-16.68990122,-14.98290756,-14.44360588,-17.26790939,-14.35664568,-12.3063871,-12.78605182,-14.56714229,2,False
13.0235099,77.3854563,Bangalore Rural,Maize,Medium,Medium,2,2,0.469705094,0.347562455,0.25093633,0.330936868,0.280965279,0.422253923,0.493060628,0.547169811,0.200581395,0.682238193,0.138818628,0.180162602,0.39407518,0.781725888,0.048087846,0.022529288,0.269887396,0.02765388,0.586279907,0.141570335,-0.00925792,-0.004919185,0.011744681,0.143094152,0.266265513,0.128165574,0.336183859,0.08095952,0.059585767,0.131204203,0.054252044,0.075025233,0.026907074,0.093574395,0.533102653,0.501706485,0.049558442,-9.431805635,-10.45627272,-11.93034228,-8.911508648,-10.1757516,-7.235238251,-6.881896708,-9.818580825,-8.375267036,-8.010541475,-6.204740732,-5.769881142,-6.208277135,-7.124999202,-7.692136598,-16.19757645,-13.50017834,-15.50281865,-12.96250142,-16.15652535,-13.72247794,-16.700116,-12.60428261,-17.76346766,-16.24566156,-15.40504617,-13.90795688,-12.95316139,-13.9478095,-15.19060609,3,False
13.0239953,77.3827671,Bangalore Rural,Ragi,Low,Short,1,1,0.193882585,0.147100424,0.136307818,0.164723032,0.16621787,0.212967132,0.217128229,0.190917108,0.146045029,0.284205693,0.116185552,0.277535989,0.381705105,0.461728395,0.046714691,0.019988997,0.208244492,0.003592968,0.304713432,0.071064183,-0.007391911,-0.001850007,0.018631407,0.199109672,0.149827705,0.022532801,0.35393586,0.092585762,0.071285942,0.126144595,0.099764952,0.079654511,0.013857264,0.066456631,0.386977887,0.502575726,0.07582846,-11.74798895,-15.61228514,-15.77058764,-8.585351188,-7.742208707,-9.544764748,-8.897653864,-11.09003403,-12.52801578,-10.62549528,-8.2330699,-8.848728505,-6.102501221,-9.835120617,-7.95104626,-17.1246387,-17.79631919,-18.11645748,-15.64431569,-17.1693623,-18.5794728,-16.0865813,-19.78163539,-16.4579309,-14.07103754,-16.1035873,-12.19653202,-15.39657441,-15.07767336,-17.97016826,2,False
13.02432,77.3790283,Bangalore Rural,Ragi,Low,Short,1,1,0.172194457,0.160930233,0.136734694,0.180722892,0.139805364,0.219221968,0.206846673,0.206888188,0.15372036,0.299014778,0.120291276,0.449605973,0.3855913,0.501428885,0.044152488,0.209434498,0.223294034,-0.000384862,0.232416467,0.080020518,-0.012120348,0.018606225,0.015870278,0.284070653,0.086560095,-0.007131829,0.256092689,0.092454027,0.058456418,0.134795362,0.238581408,0.108543862,0.008548168,0.280421359,0.410187668,0.207166288,0.071012346,-11.20634274,-11.84761267,-10.67510832,-10.22388848,-11.240058,-7.987485036,-10.56316191,-7.655705605,-10.1069589,-6.217588375,-10.70520166,-7.788848697,-7.277347198,-10.35269975,-8.186773102,-19.97767431,-18.12222599,-20.56884699,-15.3907205,-20.78676934,-17.5696745,-19.76446546,-15.60743267,-20.28803042,-17.41685178,-18.67189978,-14.90856247,-14.85774527,-17.27318304,-15.52976837,2,False
13.0249281,77.7762443,Bangalore Rural,Coconut,Long,Tall,3,3,0.289605472,0.207538168,0.075956596,0.125568108,0.225736096,0.198613703,0.066503428,0.012089403,0.240738446,0.397918145,0.170718383,0.247682875,0.346706231,0.471232877,0.345360311,0.029626852,0.271264368,0.005165882,0.295644115,0.104694059,0.025252075,0.055621048,0.012647899,0.245907289,0.340692316,0.13317757,0.138301621,0.073325213,0.053848849,0.102962603,0.33879291,0.376461568,0.379232506,0.362990047,0.276489607,0.361500119,0.026973846,-8.282732981,-9.542981031,-5.331704848,-12.00743838,-9.518477443,-7.894856501,-9.160849019,-10.65907057,-10.7929323,-6.444509037,-8.375929952,-6.700047738,-6.211662231,-6.731994223,-8.873867481,-17.92525183,-16.64752146,-15.55594718,-15.97951413,-19.76165084,-16.68609779,-17.263324,-20.05410534,-17.79608104,-17.82770629,-14.71603792,-17.1353694,-11.23747959,-15.5843811,-13.02515307,2,False
13.0254502,77.3836698,Bangalore Rural,Ragi,Low,Short,1,1,0.235587835,0.233482248,0.164923572,0.299862448,0.176176176,0.273342355,0.296357227,0.312021612,0.173274301,0.485071199,0.113109456,0.249206909,0.422232602,0.599162304,0.066262956,0.017272438,0.19822695,0.01182206,0.349248453,0.128712871,-0.007840342,0.003729673,0.011720097,0.195102686,0.165602119,-0.0049084,0.198913564,0.083214115,0.044257113,0.134836122,0.172270495,0.090975167,0.02412009,0.460354119,0.580847425,0.645363871,0.080761017,-10.87635047,-12.21215043,-10.86072584,-8.970394472,-6.859791869,-8.373031495,-6.085771886,-10.41966636,-9.34376266,-8.835033647,-4.585384987,-5.353048297,-5.658275846,-9.780194484,-9.517721612,-17.63446904,-17.1006906,-15.12782056,-16.03897564,-17.2607862,-14.77629655,-16.24104706,-16.55962381,-17.96415489,-13.32123083,-20.95523366,-15.88378147,-16.79821012,-13.55735802,-16.98803243,2,False
13.0263197,77.3768238,Bangalore Rural,Coconut,Long,Tall,3,3,0.244680851,0.186480186,0.154337523,0.220889203,0.170359429,0.202551834,0.081438899,0.225341973,0.160115846,0.248901525,0.122022505,0.316642823,0.416509814,0.424440299,0.031387252,0.054710909,0.202089455,0.007890649,0.331879845,0.106469003,-0.018799448,0.060152164,0.0116391,0.214211797,0.11344223,0.008612603,0.22381835,0.096700217,0.056627517,0.148995928,0.386638831,0.079914578,0.246015246,0.188236667,0.302980675,0.194077515,0.084679494,-13.58234843,-14.20994459,-11.00315575,-10.49730753,-9.09981272,-9.803671823,-10.22367658,-10.9094251,-13.33202195,-6.362610065,-11.14930664,-9.303778583,-8.383115888,-9.566183941,-10.32949112,-19.61279348,-14.98617332,-17.87118598,-10.41007262,-20.64956127,-16.69096096,-17.07269222,-20.41356618,-17.0357613,-17.2340242,-17.07546357,-12.46613366,-15.10331766,-14.06204926,-12.35982314,2,False
13.0269655,77.3776221,Bangalore Rural,Ragi,Low,Short,1,1,0.254649499,0.198296261,0.160938132,0.230474365,0.177729151,0.226204063,0.061974222,0.209312839,0.162417763,0.306614104,0.137866858,0.404822335,0.444919278,0.469190141,0.04414963,0.043888953,0.194685911,0.005796235,0.334632245,0.106605985,-0.012143961,0.01862069,0.016197183,0.265036588,0.318502203,-0.005073836,0.166126793,0.086009864,0.057591623,0.147347741,0.435417884,0.078538813,0.176284585,0.118652404,0.458589212,0.392611146,0.102571861,-12.72998926,-12.94520038,-12.33576283,-11.73960926,-9.40988516,-9.650224425,-7.262821745,-9.998775702,-10.70113965,-10.01240407,-12.0480474,-9.487889044,-9.195747578,-8.51117022,-8.039785872,-19.28543185,-19.21424392,-15.73114649,-11.70129533,-19.46451326,-14.92369065,-17.41373614,-21.59620357,-18.14193271,-12.16655844,-17.60123241,-14.28805223,-15.58628083,-11.95673842,-16.2189991,2,False
13.0292775,77.7753687,Bangalore Rural,Coconut,Long,Tall,3,3,0.238070936,0.217547922,0.067296002,0.2046799,0.195569805,0.232474536,0.281202301,0.024005946,0.248222366,0.502805137,0.184759717,0.346805737,0.262874021,0.238639695,0.281283422,0.029769081,0.233910891,0.003840335,0.194414397,0.045393995,0.015790451,0.02928792,0.005503034,0.148496241,0.454013942,0.445815191,0.031883524,0.065412085,0.063190342,0.08682881,0.369519314,0.429395922,0.257970016,0.194555269,0.127854258,0.201476015,0.042028363,-8.766926903,-10.60707842,-7.315832581,-8.522605956,-7.39027246,-9.398518729,-9.386752355,-8.637745417,-9.679808085,-8.084777577,-10.96074185,-8.326119252,-6.394576054,-6.958639754,-6.79546491,-16.9559742,-14.70827216,-17.70348494,-13.16556461,-18.12099668,-15.93751904,-16.52348376,-15.47867798,-15.63448227,-15.88211595,-14.61095906,-13.99761554,-13.21838997,-17.45339501,-12.36743324,2,False
13.039102,77.7725095,Bangalore Rural,Redgram,Medium,Medium,2,2,0.250769908,0.227998714,0.067362017,0.23289081,0.267983075,0.229323719,0.29428778,0.030054305,0.240145103,0.251623214,0.165646448,0.294272796,0.314640497,0.260567823,0.020004707,0.032349069,0.199775007,-6.48e-05,0.232059282,0.037180436,0.023137183,0.052429668,0.012225295,0.146938404,0.144181508,0.200423181,0.04069182,0.08237356,0.077604688,0.090318537,0.247241612,0.077293839,0.135010411,0.323529412,0.355011136,0.295640327,0.037951106,-12.5026209,-12.3143054,-10.96834313,-9.141766216,-10.54124445,-8.759362584,-13.4005896,-11.97435437,-12.71215923,-9.556669987,-9.17830636,-7.937435102,-10.06435614,-10.62010948,-9.215425827,-16.86768015,-21.46221929,-26.51060335,-14.68833469,-23.30075484,-15.91740644,-26.52669495,-17.09287895,-20.13434998,-18.45993843,-18.56803761,-15.13806525,-15.44606857,-18.29738175,-13.69506277,1,False
13.0394284,77.7725156,Bangalore Rural,Jowar,Low,Medium,2,1,0.186029936,0.189410245,0.07132544,0.189830508,0.166686871,0.180189927,0.180396733,0.046195319,0.135603345,0.180704441,0.145786726,0.207383498,0.168582375,0.218450434,0.031714417,0.02831152,0.185059742,0.006412332,0.204303105,0.074661964,0.021381579,0.077073171,0.01427226,0.169789675,0.285552233,0.24403213,0.054640719,0.079029247,0.070322489,0.093650794,0.253124529,0.073502684,0.137365608,0.374767776,0.433789954,0.372881356,0.038721573,-10.31918633,-7.205231876,-14.39901993,-6.762394206,-10.84466038,-11.99110591,-10.89501508,-10.32929774,-13.75474281,-10.36596657,-12.72184983,-14.07932301,-7.533190381,-12.72458148,-14.15057301,-17.08473321,-25.12548788,-25.32635471,-16.03298484,-16.09061027,-19.89260733,-16.07842537,-17.90555038,-17.94946174,-24.75085139,-15.36135798,-16.25439,-15.3685197,-19.62541958,-16.71196251,1,False
13.0399337,77.7710454,Bangalore Rural,Jowar,Low,Medium,2,1,0.304073715,0.215776727,0.069482706,0.239990524,0.24452651,0.252837977,0.311009772,0.031505758,0.324734103,0.437746348,0.178148148,0.491847826,0.340531077,0.364622537,-0.013110846,0.032181639,0.215057771,0.002593025,0.232101617,0.049501343,0.020051039,0.019377759,0.010130671,0.172259508,0.282698675,0.191386736,0.087773567,0.082575663,0.062719654,0.096938776,0.229309535,0.116753796,0.160479561,0.213153087,0.310789766,0.349407273,0.032867341,-11.50407043,-12.17900465,-8.507907932,-5.566806678,-10.0729679,-9.980747917,-10.2273479,-7.339542598,-9.738831831,-7.521686883,-7.625792563,-7.976704918,-4.508941908,-10.58829396,-9.534701575,-17.95763424,-19.95608928,-18.58849469,-13.27840028,-16.60875752,-13.38722827,-17.04218309,-16.92941985,-19.67318992,-15.06428061,-15.64972529,-15.03690188,-13.16021368,-18.67178628,-12.20653584,1,False
13.0399558,77.7710489,Bangalore Rural,Jowar,Low,Medium,2,1,0.369677964,0.198040588,0.065910484,0.246573681,0.227140207,0.260303688,0.339440204,0.025892381,0.340867993,0.488778644,0.182711927,0.524856504,0.334621756,0.342508324,-0.009506461,0.031516937,0.205647409,0.003887017,0.217771858,0.043415601,0.018768222,0.028561865,0.010732994,0.164651163,0.263057527,0.172945205,0.105773976,0.07951988,0.051233397,0.096482062,0.231752992,0.110123457,0.171646163,0.208465304,0.346339325,0.400437202,0.031644629,-11.50407043,-12.17900465,-9.422013566,-3.936421356,-10.0729679,-9.980747917,-10.2273479,-7.339542598,-9.738831831,-6.380597743,-7.625792563,-7.976704918,-6.755815513,-10.58829396,-7.335685356,-17.95763424,-19.95608928,-17.88924536,-12.81534115,-16.60875752,-13.38722827,-17.04218309,-16.92941985,-19.67318992,-15.78153248,-15.64972529,-15.03690188,-14.04160751,-18.67178628,-11.91931811,1,False
13.0402464,77.7710872,Bangalore Rural,Ragi,Low,Short,1,1,0.158905084,0.128632575,0.064664419,0.148264984,0.145945946,0.144433781,0.147551083,0.022386581,0.172588832,0.173508252,0.162421558,0.283755071,0.285623491,0.357626572,0.035881052,0.021978022,0.177577056,0.000523149,0.190636704,0.03350907,0.014397667,0.020053836,0.008430467,0.139306251,0.265916851,0.187830688,0.079182438,0.069907291,0.062648249,0.083690242,0.17887896,0.153703967,0.227213903,0.187194947,0.37212793,0.4356232,0.032100952,-5.948423062,-8.493941573,-2.842174561,-1.558598052,-8.036429942,-6.915384373,-6.265228471,-10.26904279,-10.3618917,-9.342725669,-7.230400841,-7.570113667,-2.183853172,-4.075279686,-3.016571735,-19.44014754,-17.95821049,-16.68457019,-17.42864937,-17.05454364,-12.79339243,-17.72050472,-13.65158285,-21.61480388,-26.87126415,-16.4885068,-12.02764743,-12.55059121,-15.77327022,-16.21860894,2,False
13.0414418,77.7756156,Bangalore Rural,Redgram,Medium,Medium,2,2,0.15323295,0.154266698,0.074375096,0.147325933,0.158269117,0.158288637,0.09622518,0.131365219,0.197334166,0.14541439,0.156152648,0.205681005,0.199097343,0.204435032,0.013623978,0.019082934,0.196298744,-0.008458427,0.192607566,0.058361565,0.030427478,-0.000773332,0.008922147,0.173717372,0.260958624,0.14463637,0.049829443,0.070530963,0.059724828,0.078580338,0.198958596,0.192673255,0.135381957,0.258684763,0.279926335,0.287589499,0.03070761,-12.21800145,-13.32814294,-12.45988982,-9.95185424,-9.710131877,-8.844928338,-11.86668106,-10.42068971,-12.85073182,-11.81100802,-9.135350685,-7.760240471,-6.796827508,-10.12556372,-9.09290815,-23.17767747,-21.90924429,-21.18164406,-17.26456393,-23.79939501,-18.85995942,-17.48483512,-18.26052836,-16.96470006,-18.94392127,-17.63676217,-18.20477592,-17.44430286,-17.930886,-16.47572085,1,False
13.0414447,77.7755524,Bangalore Rural,Redgram,Medium,Medium,2,2,0.156339967,0.16457529,0.069123021,0.144248014,0.167694567,0.159497526,0.07778496,0.14076177,0.192396198,0.141173698,0.159516381,0.195470312,0.194054164,0.194661294,0.015461427,0.013384321,0.193062702,-0.009484509,0.206945631,0.046898412,0.025100308,0.005053976,0.010814708,0.168534239,0.243462396,0.117302265,0.039594552,0.070783305,0.060350219,0.083616587,0.172601343,0.157095194,0.139219219,0.223280098,0.280429972,0.282291058,0.030819381,-12.61152665,-13.14845784,-12.45988982,-9.574028206,-8.958157859,-9.227180332,-11.68751358,-10.29387652,-13.47262736,-10.37720677,-12.88834488,-7.75118554,-7.392959424,-10.12556372,-9.295990291,-22.93145076,-23.08458503,-21.18164406,-16.02889743,-21.62596507,-16.92278296,-17.25800766,-16.60185131,-16.81810441,-18.62745774,-18.41449871,-14.98992286,-19.05223362,-17.930886,-16.82545154,1,False
13.0415326,77.7693089,Bangalore Rural,Jowar,Low,Medium,2,1,0.183521595,0.220242338,0.068616773,0.137284749,0.220616308,0.249701314,0.265006386,0.021094809,0.243001647,0.398832191,0.173457944,0.370274055,0.229014332,0.534448002,0.225983174,0.014787827,0.23790813,-0.007186962,0.181696548,0.016626671,0.028694674,0.017890772,0.011554622,0.137103132,0.524818521,0.610729881,0.058403031,0.088797394,0.076471452,0.092941999,0.335681186,0.078563677,0.454488778,0.155691964,0.216486465,0.499056349,0.029508197,-14.04632446,-10.40856898,-17.70135214,-12.5085999,-14.92534487,-14.01694417,-11.02372192,-12.60901209,-13.0938174,-14.27814635,-13.52876559,-14.38065749,-11.4404963,-9.490223408,-11.29423414,-21.6653429,-17.95956499,-15.39749351,-17.91623971,-17.83577207,-21.48996795,-18.38520865,-18.93807839,-18.46741955,-16.71196061,-15.87884164,-13.97619798,-16.25555832,-18.10009788,-15.11211791,1,False
13.0419461,77.7642589,Bangalore Rural,Jowar,Low,Medium,2,1,0.183401639,0.166591422,0.069358515,0.083435583,0.177759518,0.229076017,0.294042006,-0.006301824,0.109437515,0.101827676,0.11983924,0.122962963,0.091484075,0.016620499,0.06644076,0.035342466,0.134052388,0.005820275,0.136678201,0.054178145,0.016142422,-0.001568788,0.006746002,0.115401115,0.216479401,0.194406361,0.036205268,0.066408033,0.083093732,0.088221154,0.108661417,0.018467852,0.129244674,0.078778135,0.301016088,0.494333921,0.025637453,-3.245509491,-12.89170878,-4.668370394,-3.332659323,0.290641469,-4.256276892,-7.011478321,-6.730336621,-2.977875903,-6.661691757,-9.787660327,-2.137070349,-6.166744996,-6.105381419,-7.041476465,-22.3148367,-24.16769248,-17.6643274,-16.70085314,-16.21171031,-18.42101329,-25.46706161,-20.76149678,-17.36903068,-23.30550654,-17.45378701,-16.90988221,-16.99120624,-16.79397855,-18.34993966,1,False
13.0423019,77.7736388,Bangalore Rural,Maize,Medium,Medium,2,2,0.206487533,0.206101984,0.064198268,0.227935533,0.258775115,0.238904416,0.100600892,0.032386711,0.266178825,0.270384615,0.179525781,0.31792976,0.252631579,0.297712973,0.100876583,0.010707422,0.203976367,0.010137065,0.246357616,0.126203751,0.02843515,0.013397302,0.008543296,0.192161339,0.240486153,0.203144321,0.059032811,0.077934042,0.123757552,0.084780158,0.341248195,0.030020425,0.14380023,0.1268632,0.227576745,0.068612951,0.022172702,-16.25691898,-11.06384433,-10.0167029,-5.558545164,-11.67232899,-11.04029264,-13.68018188,-11.07789912,-13.66055572,-9.557403698,-6.94357624,-8.540743362,-7.605544018,-13.21605107,-9.031395873,-19.97432526,-20.60566618,-14.29493549,-18.54497189,-19.92362999,-20.66810643,-19.48044695,-18.69071161,-21.65116516,-14.94086935,-14.14131172,-17.50360515,-14.33713282,-15.52692414,-18.42214378,1,False
