Latitude,Longitude,Name,Crop_Name,Duration,Height,height_numeric,duration_numeric,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,Predicted_duration,Correct
12.9173404,77.7812008,Bangalore Rural,Green Fodder,Medium,Medium,2,2,0.333923043,0.30834341,0.255766483,0.462832074,0.399855037,0.460686016,0.506161775,0.023191702,0.150378045,0.648249453,0.44566183,0.623194748,0.567933033,0.674388508,0.118164568,0.510344828,0.234738829,-0.00727633,0.491911324,0.073406147,0.06490566,-0.004703411,0.00593648,0.11661648,0.504374503,0.036593592,0.133244008,0.087868198,0.033102267,0.274010365,0.495808383,0.090029499,0.283420139,0.053078137,0.511709845,0.573796935,0.018690332,-7.793337897,-7.519812501,-12.1288048,-7.442729135,-12.25536105,-11.57984752,-13.36868775,-8.312864098,-17.67786926,-9.97647228,-10.75989408,-12.7541636,-6.987907422,-10.51906435,-9.90776958,-17.48436506,-15.61115838,-18.39801548,-15.62296057,-22.05281251,-20.06082287,-24.81855113,-18.0508493,-15.70490184,-12.29343875,-16.97853742,-17.73505095,-17.5179413,-20.61221782,-14.02131093,3,False
12.9178068,77.7846552,Bangalore Rural,Avare,Medium,Medium,2,2,0.267066871,0.1921875,0.178123649,0.294382022,0.286927925,0.302252816,0.315460698,0.010924684,0.141414141,0.382582391,0.302640487,0.357023876,0.35845531,0.416639689,0.073984451,0.295207957,0.187966805,-0.011354196,0.36568323,0.187361984,0.051105301,-0.000360555,0.005988024,0.177744953,0.438528018,0.058053531,0.199463627,0.080403937,0.027181688,0.202181681,0.307781031,0.076757275,0.170345964,0.045752778,0.438302332,0.318181818,0.018823063,-9.624856813,-16.16004769,-9.98584238,-7.513798809,-7.844777947,-6.251591725,-10.36302043,-10.86422093,-9.251395491,-9.910380911,-7.377336563,-10.05886047,-8.678790191,-10.56087195,-8.138016452,-14.2120679,-16.098294,-17.40999577,-10.91522929,-20.32652784,-14.54936947,-21.83264261,-17.60782556,-15.36706776,-17.37404196,-15.95014846,-17.59979992,-13.62552762,-19.33476928,-13.51132993,1,False
12.918295,77.8137617,Bangalore Rural,Mulberry,Long,Medium,2,3,0.225139015,0.182857143,0.176470588,0.196208531,0.156974202,0.229699842,0.243071447,0.052892972,0.157305222,0.170891566,0.232345957,0.256777996,0.329662437,0.228503455,0.055013494,0.2570549,0.195314788,-0.012632876,0.238818287,0.194671591,0.064148166,0.058341369,0.009379728,0.189733593,0.098893499,0.02627807,0.031672793,0.085228396,0.086652033,0.227884223,0.220734791,0.154125981,0.283483373,0.293769132,0.054426064,0.407633215,0.020009943,-12.8520523,-6.593190818,-9.0700249,-6.84079924,-13.30817517,-7.339704984,-9.32860022,-13.83256949,-10.91585013,-13.09500999,-11.458673,-7.5891946,-8.865225622,-15.38627589,-8.300675754,-17.29658207,-18.48231021,-18.62775291,-16.46187805,-20.65883407,-11.82068595,-24.9453362,-17.53411679,-15.34840568,-22.65439573,-17.43999273,-16.30263083,-18.45488845,-17.18674177,-12.81925335,1,False
12.918316,77.8137929,Bangalore Rural,Mulberry,Long,Medium,2,3,0.157894737,0.166026871,0.157387111,0.195652174,0.117360964,0.212426532,0.1820236,0.061773445,0.149647599,0.130326535,0.196169899,0.176035791,0.182033097,0.154031551,0.052449696,0.227655311,0.177609682,-0.011216833,0.199220019,0.177868744,0.072470817,0.05878166,0.010816126,0.182451695,0.116497557,0.015004489,0.037637429,0.085389996,0.088258348,0.215299198,0.233103906,0.15055507,0.248573466,0.286989554,0.010858366,0.373850746,0.017484911,-15.16286009,-6.593190818,-8.138567819,-6.84079924,-13.30817517,-7.339704984,-9.32860022,-11.0395481,-10.91585013,-13.09500999,-11.458673,-8.283210634,-8.865225622,-14.36162364,-8.300675754,-18.31268309,-18.48231021,-18.95959241,-16.46187805,-20.65883407,-11.82068595,-24.9453362,-18.16088886,-15.34840568,-22.65439573,-17.43999273,-17.96890471,-18.45488845,-15.30543418,-12.81925335,1,False
12.91832,77.81376,Bangalore Rural,Mulberry,Long,Medium,2,3,0.199420443,0.185979971,0.165905632,0.197222222,0.138618058,0.240715556,0.226214575,0.052069695,0.150070126,0.153729072,0.209729461,0.250696379,0.208575488,0.197470927,0.067167292,0.242886598,0.172642362,-0.010852713,0.186531987,0.18395175,0.071027581,0.056187852,0.008138082,0.181862348,0.098561534,0.023071284,0.035342705,0.087580666,0.085339617,0.211597779,0.222407267,0.133000624,0.244444444,0.271868506,0.027604242,0.391577928,0.01824274,-15.16286009,-6.93273137,-9.0700249,-6.84079924,-13.30817517,-7.339704984,-9.32860022,-13.83256949,-10.91585013,-13.09500999,-9.564893992,-8.283210634,-8.865225622,-15.38627589,-8.300675754,-18.31268309,-20.00221432,-18.62775291,-16.46187805,-20.65883407,-11.82068595,-24.9453362,-17.53411679,-15.34840568,-22.65439573,-17.61104539,-17.96890471,-18.45488845,-17.18674177,-12.81925335,1,False
12.9184284,77.7740631,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.172586711,0.152639833,0.142165493,0.21253374,0.233674272,0.261393932,0.121155638,0.148387097,0.151353412,0.348572872,0.325084696,0.339881683,0.333003341,0.440204866,0.110819516,0.360419995,0.274632353,-0.008176275,0.3842925,0.025930941,0.059008845,-0.00752587,0.009866385,0.106679415,0.525559482,0.15508596,0.413022662,0.053545283,0.045718869,0.31731417,0.026229038,0.05145762,0.508196721,0.557359983,0.072976206,0.051647096,0.019971372,-14.0721018,-15.43343132,-11.93875421,-8.01841238,-14.75691092,-10.24218608,-10.46760598,-10.22321158,-12.09362577,-11.90048283,-11.57031252,-10.65805537,-9.714568141,-5.874825608,-9.046404475,-20.22052987,-19.36166113,-18.51854965,-18.29821837,-20.42105103,-13.56846441,-13.77263421,-14.79363607,-13.84187679,-18.7147544,-15.43017522,-17.0262712,-15.87491109,-14.68633326,-13.33144843,1,False
12.918675,77.8116583,Bangalore Rural,Mulberry,Long,Medium,2,3,0.332871493,0.246746054,0.256900212,0.397810219,0.38183161,0.450958753,0.62930928,0.048814505,0.218190461,0.705272133,0.390678081,0.573811659,0.558602846,0.634392411,0.05707417,0.410542716,0.301095378,-0.007387203,0.345938646,0.461560528,0.068879668,0.03017986,0.012042735,0.177751088,0.21589852,0.005742666,0.016351695,0.088654354,0.071189774,0.269445356,0.253494805,0.166863576,0.549585739,0.498269896,0.04080847,0.359462231,0.015454995,-14.76516553,-11.45810984,-11.70536801,-14.79280725,-14.03494601,-10.64739508,-14.76730061,-14.11057443,-13.96000723,-13.15789652,-11.93145724,-13.63033516,-12.33099755,-13.01908995,-13.48829668,-19.94856509,-21.91033896,-16.34002167,-21.5370098,-21.60030489,-17.22218138,-20.32394501,-23.71220981,-21.32324195,-20.71896373,-21.89406533,-22.73863194,-18.11720516,-21.12209074,-19.53814002,2,False
12.9190084,77.770819,Bangalore Rural,Avare,Medium,Medium,2,2,0.138614958,0.122533496,0.109983766,0.130235466,0.151744057,0.153795812,0.153853745,0.121171258,0.097889409,0.115890327,0.172352568,0.168921531,0.163820367,0.165036155,0.072802198,0.1321394,0.171863669,-0.00944016,0.134783044,0.040465417,0.057345851,0.000485296,0.008463635,0.106161332,0.081037603,0.228959829,0.151717847,0.069702895,0.042765432,0.176352705,0.109705882,0.055177112,0.173555166,0.231511808,0.089193825,0.105606258,0.018277485,-9.031848435,-9.208538999,-9.013221613,-5.917661317,-11.64002513,-9.405561378,-13.20407666,-14.44327462,-9.325212727,-11.78373717,-12.40737621,-13.34414767,-8.867173078,-10.85602318,-9.603745956,-19.25759112,-21.19843573,-25.23509496,-12.50089456,-24.85007469,-22.54231877,-21.79035583,-21.59969424,-24.67786132,-30.18761557,-19.78566015,-25.68425765,-16.32898717,-18.32824247,-14.97452752,1,False
12.9190314,77.7798236,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.161898774,0.151600225,0.132739319,0.210132412,0.213777398,0.26011201,0.12917753,0.054946176,0.121813031,0.329163409,0.312730937,0.385676832,0.392005056,0.409982459,0.254853161,0.259949421,0.209213052,-0.009501515,0.317875841,0.02521571,0.055589643,-0.001197384,0.008237717,0.105895347,0.385922674,0.057388948,0.185878681,0.076734042,0.036455086,0.212005109,0.410009625,0.084920457,0.409757558,0.076578699,0.345042755,0.043862175,0.018598968,-11.7779694,-9.894931928,-11.17976492,-7.802281084,-9.555812542,-9.646747275,-11.49330075,-15.47777067,-10.8374862,-11.59751349,-11.59366303,-11.66441382,-9.614009366,-14.19682124,-8.734615257,-18.26776521,-21.20384079,-18.18621606,-16.22448373,-18.53635344,-18.50035147,-19.39579678,-19.79265837,-21.77016149,-15.33778483,-15.95413626,-17.03043366,-17.97188347,-15.90611895,-15.30666936,1,False
12.9190371,77.7798539,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.166346769,0.157909645,0.131797235,0.238068019,0.229898075,0.273343606,0.161581435,0.038607564,0.131406045,0.354600834,0.310666667,0.363636364,0.389100127,0.410044501,0.218825599,0.245798319,0.215437788,-0.008881239,0.324464154,0.028326245,0.057202608,-0.001470588,0.007942344,0.111968048,0.373500697,0.065772075,0.189417178,0.07429843,0.043752072,0.212031973,0.391692091,0.082003793,0.357234315,0.053440447,0.339562443,0.045279246,0.018455693,-13.16671804,-11.57846648,-11.17976492,-9.151609991,-10.59429226,-10.65300701,-11.92308159,-15.47777067,-10.8374862,-12.16630294,-12.25849199,-11.68195123,-8.873885957,-14.19682124,-8.734615257,-17.8815307,-23.0787156,-18.18621606,-18.27820808,-20.15792506,-17.29185184,-18.37697328,-19.79265837,-21.77016149,-16.98122268,-16.31728386,-17.25465992,-16.00911101,-15.90611895,-15.30666936,1,False
12.9191622,77.7835705,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.203860778,0.164656529,0.150111359,0.218488628,0.217930646,0.237146021,0.174024641,0.006956164,0.130072384,0.276473407,0.248038212,0.288261304,0.26198132,0.320123437,0.094367552,0.287691012,0.199657608,-0.006995885,0.282471627,0.218880286,0.055548743,0.000182249,0.006099375,0.137926156,0.342170671,0.035531136,0.178219662,0.080143848,0.027198349,0.189208698,0.396752333,0.144740877,0.26558368,0.011979206,0.375908619,0.45773433,0.017243684,-18.60109869,-13.26740393,-13.97384028,-10.07347468,-11.03025279,-8.281520781,-13.91778062,-12.48450093,-10.84839511,-9.135453038,-9.034920268,-9.446841065,-8.778754883,-5.699674052,-8.441040893,-21.44761038,-20.02295152,-17.27144344,-12.19469278,-16.4726393,-14.57032113,-17.51175358,-16.48348559,-17.07914742,-14.64512351,-13.14963647,-19.05631282,-15.39133966,-12.06132041,-15.66856083,1,False
12.9193167,77.7820643,Bangalore Rural,Guava,Long,Medium,2,3,0.179059829,0.14745062,0.127916019,0.174167465,0.219384414,0.209640746,0.062559342,0.029208335,0.093023256,0.23326226,0.242318995,0.234021824,0.217003236,0.225637099,0.021864319,0.21091151,0.166052324,-0.012418932,0.216179367,0.0940134,0.059376546,-0.00269001,0.009417304,0.12882662,0.241755842,0.037458685,0.177392464,0.075346366,0.033207547,0.187817259,0.405433217,0.071685924,0.389849108,0.035903651,0.409090909,0.383259912,0.020981843,-16.5466205,-14.19729413,-15.12748968,-8.936720388,-13.76812083,-10.98302126,-11.87235181,-14.31606398,-9.967150934,-13.04355054,-9.977903356,-10.38229519,-4.835604546,-12.2677991,-4.904510619,-19.62188125,-15.80745916,-15.8161748,-10.70178958,-14.45234743,-13.14804733,-19.05026517,-19.88777985,-22.15085648,-17.05977271,-18.93536611,-17.64180795,-13.17270207,-18.24084379,-12.07499386,1,False
12.9193303,77.7820662,Bangalore Rural,Guava,Long,Medium,2,3,0.198346131,0.164787719,0.144478217,0.221807678,0.241959654,0.252592498,0.061702573,0.020073406,0.091108351,0.310578552,0.296488198,0.319919517,0.306369131,0.377561475,0.017077799,0.290631174,0.175954687,-0.01037775,0.274359827,0.086889776,0.065123723,-0.002369668,0.009370619,0.126368581,0.347353983,0.033705755,0.178592013,0.074111419,0.027504912,0.194476857,0.415970386,0.076282601,0.386996064,0.016189843,0.408781142,0.410355156,0.018619345,-16.5466205,-14.19729413,-12.8883131,-8.936720388,-13.76812083,-10.98302126,-11.87235181,-14.31606398,-9.967150934,-13.04355054,-9.977903356,-10.38229519,-4.835604546,-12.2677991,-5.256114606,-19.62188125,-15.80745916,-16.07496007,-10.70178958,-14.45234743,-13.14804733,-19.05026517,-19.88777985,-22.15085648,-17.05977271,-18.93536611,-17.64180795,-13.17270207,-18.24084379,-12.91843353,1,False
12.919485,77.77099,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.14557425,0.143543544,0.114551084,0.189968291,0.169024146,0.211726384,0.183098592,0.199843362,0.104122397,0.288697971,0.299445471,0.299648392,0.253211533,0.359730166,0.110354022,0.2793995,0.22524892,-0.008189388,0.312969059,0.020692232,0.075759486,0.001195886,0.004384389,0.093612803,0.394493207,0.213483146,0.2761288,0.076221016,0.04721412,0.267090026,0.311252403,0.068700485,0.401295896,0.213361036,0.048695876,0.084182797,0.023100937,-14.63884002,-18.91371823,-16.37143932,-7.951143564,-13.71202222,-12.10827259,-11.89565031,-13.66067749,-10.24025449,-10.67211451,-12.50582558,-12.52571521,-11.46646971,-8.998890528,-10.83778717,-21.70860551,-19.71440551,-22.42492243,-14.12769276,-19.50920581,-18.47237744,-18.99037569,-18.63240109,-23.11448464,-16.79552308,-13.61507594,-20.51843382,-18.13367787,-16.76420671,-12.83648851,1,False
12.919746,77.7882104,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.254078631,0.190595298,0.188376346,0.297215745,0.284452064,0.2913879,0.222772277,0.157673861,0.155051936,0.420408163,0.34087969,0.387014384,0.335418528,0.458133971,0.025320057,0.282641321,0.252375435,-0.011741545,0.172777857,0.052763702,0.051438119,0.003777757,0.007648326,0.150603495,0.44254417,0.033522682,0.266965042,0.054946242,0.022523745,0.232656344,0.542807094,0.13088054,0.495329207,0.441717791,0.456956836,0.215355086,0.016120645,-11.45670949,-9.989998767,-8.502598926,-6.116627051,-10.81203954,-12.17562154,-11.26444568,-9.091097236,-8.928911891,-8.669150234,-10.17060658,-7.575087926,-7.20504792,-6.209514975,-9.182016927,-18.27867636,-14.48467309,-13.29863967,-11.18203187,-13.54346903,-13.49115344,-13.22702719,-14.15635809,-16.24117982,-15.4009687,-14.66599287,-14.94755871,-13.56376527,-12.95815786,-13.31454695,1,False
12.9198315,77.8282386,Bangalore Rural,Tomato,Medium,Short,1,2,0.33615222,0.227838511,0.256129369,0.051642432,0.204987835,0.374968585,0.08301376,0.034404154,0.266782073,0.461256359,0.301211095,0.500319217,0.559727479,0.492376446,0.11786973,0.247027447,0.184481912,-0.009242144,0.223250297,0.329778726,0.058890019,0.038171141,0.01105893,0.209502432,0.296385542,-0.009431345,0.099851338,0.074612042,0.09126694,0.195083634,0.053566523,-0.013713613,0.058104959,0.369310793,0.065435334,0.033093827,0.019091679,-14.37558988,-6.874471911,-4.76133354,-8.897509269,-6.427235867,-7.923117843,-8.229509213,-9.519813646,-8.280660856,-7.943616411,-8.805072234,-10.38258954,-9.731800416,-10.14206449,-7.223815218,-17.18635198,-18.3898217,-19.38452763,-17.30066654,-16.74013203,-15.43029724,-12.54112446,-17.05719744,-11.42987799,-12.54554953,-13.45148568,-15.96332467,-13.87793069,-14.32984522,-19.16401143,3,False
12.9198331,77.8282483,Bangalore Rural,Tomato,Medium,Short,1,2,0.402670776,0.23309921,0.280016881,0.059291332,0.203959208,0.38262818,0.091618458,0.036627273,0.266344294,0.457495943,0.302891535,0.48168458,0.557469361,0.505461245,0.115885592,0.267078008,0.186848958,-0.012193706,0.256031858,0.421073247,0.055805581,0.032870249,0.0117362,0.216963623,0.378097861,-0.009625813,0.098195907,0.073972603,0.100615063,0.201820665,0.050285307,-0.009272981,0.047604085,0.467060427,0.067627729,0.03591874,0.019777341,-14.37558988,-6.874471911,-4.561389152,-8.897509269,-6.427235867,-7.923117843,-8.229509213,-9.519813646,-8.280660856,-7.943616411,-8.805072234,-10.38258954,-9.731800416,-9.931970096,-7.223815218,-17.18635198,-18.3898217,-18.61976286,-17.30066654,-16.74013203,-15.43029724,-12.54112446,-17.05719744,-11.42987799,-12.54554953,-13.45148568,-15.96332467,-13.87793069,-12.92743908,-19.16401143,3,False
12.9198844,77.789045,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.206195039,0.155477032,0.140761301,0.213551791,0.222065788,0.257836769,0.104333868,0.116392444,0.093509163,0.397986222,0.339764848,0.3753111,0.283479183,0.50444356,0.015509103,0.325342051,0.240854551,-0.011035654,0.229834114,0.08482835,0.047787194,0.001466276,0.00658625,0.171191313,0.374945817,0.005476181,0.264605429,0.055892753,0.030790191,0.209995969,0.519468759,0.18485228,0.472326919,0.447130544,0.473273687,0.13755865,0.017108916,-11.76450261,-12.50537647,-11.07976913,-10.11520473,-10.33149285,-10.85576074,-16.18133761,-15.7036019,-11.16538897,-10.73693947,-10.51866252,-10.59263039,-5.04069084,-8.611686933,-9.134424311,-24.55275986,-19.72486108,-19.10163076,-17.54763196,-21.3518063,-16.78975844,-13.69208728,-19.75683473,-18.30975504,-15.59811973,-19.28041237,-21.21868868,-16.39685668,-15.40834053,-13.44046293,1,False
12.9199013,77.7777295,Bangalore Rural,Mulberry,Long,Medium,2,3,0.169513798,0.169615242,0.138770282,0.251943301,0.215430862,0.290792397,0.090075415,0.025553231,0.162108766,0.375494071,0.298756445,0.370045982,0.302331709,0.352653169,0.075564526,0.223336372,0.192208942,-0.009229478,0.177265639,0.062046031,0.054942266,-0.004517378,0.01002907,0.116698904,0.214584873,0.063530165,0.260118632,0.082748245,0.040900811,0.255578762,0.500764045,0.062774035,0.472476089,0.157522124,0.354801388,0.013961108,0.016056606,-5.909927082,-4.429213093,-7.181202017,-5.568017967,-3.217367314,-4.367752724,-4.178435058,-8.447844283,-3.960531693,-6.355606981,-6.274632562,-7.784490799,-9.745091312,-7.495134261,-6.974710397,-16.21984966,-13.22350145,-17.36630863,-12.32905069,-17.45680002,-15.29798632,-13.38451839,-14.85499471,-13.57909872,-14.72822949,-12.86314732,-14.67538173,-17.30967158,-13.07329441,-18.08768712,1,False
12.9199115,77.828032,Bangalore Rural,Tomato,Medium,Short,1,2,0.304681873,0.196203214,0.205447878,0.045308389,0.183030693,0.276611884,0.079333333,0.041808194,0.241478637,0.362454874,0.271781534,0.367604268,0.409912718,0.386535653,0.115781619,0.221961835,0.186193163,-0.01039501,0.212064965,0.293290196,0.059207564,0.038238702,0.015654541,0.217143941,0.279362973,-0.016952942,0.113416957,0.080304733,0.077393298,0.183253764,0.065073438,-0.01972489,0.045046556,0.345500849,0.057958809,0.06692115,0.017747618,-14.49604409,-13.02465146,-12.30691214,-8.855379101,-12.7202248,-5.972388744,-10.7142932,-8.944958635,-10.93623806,-13.88057332,-10.08094334,-13.13804514,-8.420590522,-9.145849418,-9.221922965,-17.50986287,-14.11363409,-16.4996537,-13.7895828,-21.22350811,-18.07578616,-20.62592589,-18.61395543,-19.27828021,-19.5529525,-18.15292838,-22.50110132,-15.85586757,-19.43329193,-17.43632337,1,False
12.919925,77.8073683,Bangalore Rural,Knolkhol,Medium,Short,1,2,0.217436701,0.189910979,0.17486688,0.256872523,0.282246199,0.297419647,0.295970625,0.087260456,0.154814349,0.394018205,0.289459885,0.29878391,0.294874639,0.470051214,0.050251819,0.396644219,0.404291521,-0.013004585,0.256278171,0.284457478,0.062237678,0.013938412,0.007413011,0.108164518,0.276746242,0.001794688,0.022218524,0.081987125,0.029957421,0.2433942,0.522222222,0.192234614,0.150758894,0.524892199,0.326787117,0.257809695,0.016673845,-9.761207582,-9.937354302,-10.24437422,-0.934266895,-11.33680613,-7.442479533,-10.46289936,-10.99674607,-5.823519403,-8.684174315,-5.650285989,-6.882186477,-6.524549296,-5.432794264,-8.613424232,-20.02492891,-15.20707049,-14.34876378,-11.69543371,-14.35065868,-14.8521905,-16.89939945,-16.84917182,-17.08060226,-21.66785828,-17.86402317,-19.65288303,-14.48778802,-13.15101695,-11.622213,1,False
12.9199356,77.8073754,Bangalore Rural,Knolkhol,Medium,Short,1,2,0.181331293,0.182758621,0.165745856,0.266790353,0.228956229,0.284588927,0.299578849,0.076931722,0.15221001,0.335491281,0.241701245,0.259749816,0.191125491,0.455839534,0.046786282,0.39236845,0.381996974,-0.012924557,0.176207227,0.22183864,0.064375112,0.011204482,0.008249451,0.116042648,0.216432432,0.009605977,0.022585215,0.083313092,0.028387341,0.240111182,0.448558827,0.179582292,0.130864765,0.528326746,0.334236501,0.230352304,0.016624747,-9.761207582,-10.29759833,-10.24437422,-0.934266895,-11.33680613,-7.442479533,-11.46737417,-10.99674607,-5.823519403,-8.835076703,-5.650285989,-6.882186477,-6.524549296,-5.432794264,-8.613424232,-20.02492891,-14.58834016,-14.34876378,-11.69543371,-14.35065868,-14.8521905,-19.85059137,-16.84917182,-17.08060226,-21.04272344,-17.86402317,-19.65288303,-14.48778802,-13.15101695,-11.622213,1,False
12.9199933,77.8051483,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.251108647,0.210386857,0.186344858,0.285832643,0.271345188,0.302080281,0.315661347,0.04079129,0.096213963,0.364197531,0.264759586,0.180569514,0.349904957,0.385656728,0.293291732,0.304518664,0.262995595,-0.01149762,0.300549057,0.381813087,0.056944934,0.009662911,0.010505924,0.127401553,0.362662155,0.022504537,0.026092449,0.064719101,0.042631756,0.250817375,0.434805195,0.11460129,0.345374932,0.183016954,0.36395553,0.108125131,0.015339124,-10.650585,-9.841674029,-13.39020187,-7.65256351,-10.60179903,-11.15783606,-11.91536074,-14.59961015,-9.842267789,-9.927752054,-9.998190883,-15.70145203,-6.272059506,-9.78202389,-9.151771018,-15.66987749,-18.46683584,-15.41313131,-15.32084918,-12.89795092,-16.1224045,-16.82640036,-19.43481367,-16.44744659,-15.40650497,-13.87714762,-16.0391209,-13.87430138,-12.98091605,-13.44416149,1,False
12.9199969,77.789702,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.259898779,0.175916497,0.172917089,0.266861314,0.27069287,0.267572004,0.122903492,0.141225962,0.116247906,0.409220082,0.287415513,0.347589213,0.337076849,0.435493827,0.012237063,0.285148053,0.110771192,-0.00864635,0.275619296,0.253389681,0.047748013,0.002910872,0.005338078,0.157079982,0.230575714,0.0188089,0.226694513,0.052925945,0.027758879,0.200574831,0.459359606,0.169243913,0.440331223,0.411733892,0.416267943,0.13811135,0.01568,-13.91602559,-11.46092819,-13.25781252,-9.697120895,-13.38329155,-8.893953632,-10.83092482,-9.575011606,-15.57756238,-10.0797989,-9.784834112,-12.66276667,-9.554259053,-11.04849631,-8.011032682,-20.51766549,-16.47123556,-19.27225431,-12.80226644,-19.05721219,-14.53225383,-19.93170945,-13.71689758,-16.88872458,-16.11879174,-16.01520016,-16.74946184,-16.575357,-20.8239448,-12.49900438,1,False
12.9200033,77.8051583,Bangalore Rural,Eucalyptus,Long,Tall,3,3,0.275621335,0.206207259,0.189271036,0.28909437,0.281665547,0.30787172,0.3310179,0.036831561,0.097412161,0.372262774,0.271571299,0.225431358,0.356552538,0.409309791,0.31979346,0.310421286,0.261987794,-0.011113564,0.323770994,0.39100346,0.053669994,0.015318846,0.010460251,0.124749833,0.376681614,0.025631834,0.021707327,0.064243924,0.041150887,0.247235944,0.437350993,0.1181454,0.343202417,0.200981486,0.371663244,0.106042049,0.015522425,-10.650585,-9.841674029,-13.39020187,-8.502447191,-10.60179903,-11.15783606,-11.91536074,-10.78896322,-10.45728568,-9.927752054,-9.998190883,-15.70145203,-6.272059506,-9.78202389,-6.232457557,-15.66987749,-18.46683584,-15.41313131,-15.3778797,-12.89795092,-16.1224045,-16.82640036,-18.85308116,-18.01841997,-15.40650497,-13.87714762,-16.0391209,-13.87430138,-12.98091605,-15.14024412,1,False
12.9200033,77.8067967,Bangalore Rural,Knolkhol,Medium,Short,1,2,0.131483715,0.146029447,0.133752621,0.16204791,0.164680126,0.174992146,0.142598952,0.06083267,0.128847003,0.421543681,0.183381089,0.180885883,0.113912851,0.160973527,0.171136654,0.197553842,0.197428453,-0.011456383,0.282958199,0.518848674,0.065910188,0.010081391,0.007987943,0.086275854,0.489587351,0.015649126,0.022265325,0.071359691,0.030244505,0.252933507,0.449164851,0.180346175,0.162452155,0.310832469,0.291805856,0.106790945,0.014895974,-8.622990166,-10.20554179,-13.47214402,-7.705220831,-9.177263685,-6.210200143,-1.890278191,-4.678157259,-9.415469105,-6.272531585,-8.904287341,-7.625969384,-2.426114181,-5.044530249,-5.134980939,-14.59837069,-19.30149414,-22.79600053,-14.36238913,-13.62013778,-22.1718181,-16.19752118,-13.50962022,-14.89116655,-10.63560368,-13.89252711,-13.45718903,-11.88850682,-11.73654289,-13.24244788,1,False
12.920015,77.8066583,Bangalore Rural,Knolkhol,Medium,Short,1,2,0.383188576,0.223412595,0.210296684,0.31666228,0.354200107,0.33972741,0.428921569,0.052647044,0.122666667,0.452623126,0.341141141,0.455941591,0.451080051,0.463719766,0.224030917,0.354476214,0.331365936,-0.007823906,0.384670487,0.513781972,0.056098444,0.008769501,0.010105581,0.088995328,0.50319109,0.013903386,0.025066281,0.074476987,0.028665974,0.294892168,0.565304287,0.298530157,0.177095083,0.26877193,0.313998453,0.089435014,0.018733054,-9.773356266,-11.75851631,-11.3348437,-8.554708181,-8.551289256,-3.40982849,-2.026639073,-5.539541288,-3.73410964,-4.903963317,-9.078197506,-6.150587471,-2.341425111,-4.462187814,-3.71377203,-14.81952555,-22.94425401,-15.86930442,-14.33550546,-17.90387663,-18.22696177,-17.53502652,-12.62804302,-13.54596404,-10.49048404,-13.48335942,-16.27144473,-11.79574339,-13.22900176,-11.52514313,3,False
12.92002,77.8066783,Bangalore Rural,Knolkhol,Medium,Short,1,2,0.274227381,0.170810542,0.166076981,0.224680433,0.280304956,0.246113095,0.294426804,0.053459869,0.123324397,0.2899195,0.275732096,0.296548692,0.333065165,0.325920778,0.252326218,0.312663964,0.301025538,-0.007160973,0.370451115,0.482267849,0.059163059,0.009231058,0.007085783,0.101074749,0.397016362,0.011219022,0.025215398,0.076536112,0.026893735,0.244434296,0.435017271,0.268577075,0.162625365,0.244047107,0.296296296,0.124053278,0.017780503,-9.570369401,-8.399417155,-11.3348437,-8.554708181,-8.552619497,-3.40982849,-2.026639073,-5.539541288,-5.900424531,-4.903963317,-9.078197506,-5.287144488,-2.341425111,-4.462187814,-3.71377203,-13.05729096,-23.66653169,-15.86930442,-14.33550546,-13.7342955,-18.22696177,-17.53502652,-12.62804302,-13.64878242,-10.49048404,-13.48335942,-17.00252452,-11.79574339,-13.22900176,-11.52514313,3,False
