Crop_Name,Duration,Height,Name,duration_numeric,height_numeric,.geo,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,Predicted_height,Correct
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.360789716,0.349114865,0.362010688,0.159009919,0.270480126,0.225871474,0.192939088,0.12899451,0.408870757,0.189650297,0.337670535,0.200495303,-11.75512828,-13.1195906,-8.268732272,-11.11227901,-10.6091062,-10.75600629,-11.70191392,-10.92864463,-8.787991323,-8.033287268,-10.02765343,-10.4195794,-10.31140188,-10.30120854,-10.97811628,-17.05066852,-14.68119774,-16.00377812,-17.99594598,-15.28449397,-15.86906568,-20.17690239,-15.07998733,-21.31983246,-15.53963027,-17.95787181,-21.89082973,-17.04698579,-14.72879998,-14.38408047,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.341243058,0.357707798,0.297468156,0.213294119,0.384761453,0.192306787,0.256071419,0.137191191,0.365834922,0.326640725,0.353855133,0.175939187,-11.49501243,-11.66235413,-11.76338162,-8.340861189,-11.35266792,-13.86326385,-11.7077982,-11.79795301,-12.29325741,-6.982204051,-8.95160788,-11.75815105,-6.946709779,-11.45844392,-6.538534863,-12.70573424,-15.63242108,-17.23514966,-24.01340791,-20.20776806,-23.61603077,-20.3170445,-22.85313717,-22.30677736,-15.75304436,-20.0548483,-18.86604416,-16.91071343,-19.71381663,-16.33306532,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.217094481,0.22567305,0.254129916,0.284727603,0.188431427,0.142640948,0.342440844,0.293866672,0.2452925,0.170266837,0.137631491,0.137631491,-12.80549362,-11.45840454,-12.52272807,-9.211983477,-17.43259172,-14.16931096,-14.27751468,-12.69111419,-13.8033247,-8.7074287,-12.86520005,-10.17794427,-7.358209317,-11.03791189,-7.133800102,-21.61105458,-15.65100742,-20.029801,-17.12530465,-16.61917332,-17.05786176,-18.97332127,-15.59724348,-17.65298192,-17.29168838,-19.40938833,-18.81054316,-14.61527974,-16.82720951,-16.30510585,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.340529323,0.332311779,0.204794049,0.220387414,0.359606326,0.164568365,0.533611119,0.503254324,0.47289753,0.303681314,0.299166888,0.506043971,-12.62442982,-7.276357827,-10.99172353,-6.820656695,-8.129969311,-8.674726545,-6.863177273,-9.5966251,-13.11870937,-8.613194276,-7.560805859,-8.084945795,-6.420532318,-7.94328229,-5.244172645,-17.0386098,-20.96742322,-15.63990749,-13.00215959,-15.25804399,-15.49886445,-15.96295234,-17.61691365,-16.86375481,-12.49694193,-18.1883018,-12.59748931,-13.73363842,-14.22219529,-12.88939235,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.463929445,0.456985056,0.314207107,0.268155307,0.417882264,0.165268838,0.628979266,0.483636484,0.338293701,0.412198693,0.318968058,0.537159681,-11.08432886,-5.609595299,-6.659913807,-8.330054356,-7.783571962,-7.074685267,-7.875672957,-9.326064617,-7.659523822,-5.283662161,-4.569696389,-7.469740323,-9.211826949,-6.49492204,-8.241495731,-15.35741102,-14.12396118,-17.96528186,-12.43166577,-18.30076831,-12.34425735,-13.94587051,-13.42172733,-13.09657126,-15.6735577,-12.56499208,-15.11468196,-14.21232181,-16.36880667,-17.21120705,3,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.252864867,0.282922149,0.228832856,0.167756215,0.314257443,0.231395185,0.371770412,0.215743318,0.149861082,0.149197444,0.244937956,0.355211496,-14.80530412,-11.47783092,-14.56991704,-9.812370473,-14.07520517,-10.54363996,-11.2047629,-13.66189127,-14.22165682,-9.266246859,-9.238890971,-12.58675802,-10.6717096,-9.129654258,-8.050149713,-18.74731029,-19.75258939,-18.40763284,-15.20704286,-17.71490068,-21.56041035,-27.47428858,-19.50314434,-19.71246573,-18.04359816,-17.81339059,-17.16818675,-13.4308624,-17.70151034,-16.28842938,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.272101074,0.25905031,0.211866543,0.322189897,0.308888465,0.267584443,0.415041953,0.180955023,0.116754144,0.167077318,0.25666225,0.445269585,-16.36431308,-12.44190602,-11.15255674,-9.100072046,-11.11055291,-15.18832888,-9.850697123,-10.72215949,-10.92114046,-9.510633338,-7.390307589,-9.510955689,-8.636700883,-12.83702263,-7.994058944,-18.24406937,-20.49243463,-15.21398903,-16.75181763,-17.69514607,-15.60065201,-17.20010458,-19.31760674,-15.27882974,-14.43520082,-17.20948146,-22.66264271,-15.68477582,-17.01013862,-18.72497992,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.231135428,0.243659139,0.283753276,0.33545655,0.309821248,0.240302831,0.352107346,0.15912652,0.218731001,0.14955762,0.302777857,0.461099029,-14.1235443,-10.15210176,-10.49558551,-6.68670204,-12.25938143,-12.18540813,-11.50759865,-14.89734351,-11.20774497,-10.8653629,-11.92989113,-14.45254182,-11.12118622,-8.871336595,-13.01736182,-19.48845806,-19.77279166,-18.7052301,-14.60549697,-22.148105,-18.09495492,-21.24352959,-19.63650718,-17.13373304,-19.53082348,-14.72974407,-15.71742357,-16.92738119,-15.84121205,-15.84959351,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.24312079,0.242802724,0.312740892,0.322995126,0.277285576,0.230393201,0.353599787,0.295515567,0.273175418,0.156354755,0.303250015,0.471864641,-13.79219854,-10.83287016,-13.08495658,-6.68670204,-12.25938143,-12.18540813,-11.50759865,-14.89734351,-11.20774497,-10.8653629,-10.70198963,-16.39432319,-11.12118622,-7.474286482,-13.01736182,-22.33361932,-20.39617207,-15.6585858,-14.60549697,-22.148105,-18.09495492,-21.24352959,-19.63650718,-17.13373304,-19.53082348,-16.33233588,-16.91489892,-16.92738119,-17.78394802,-15.84959351,2,False
Ragi,Low,Short,Krishnagiri,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}",0.261015803,0.300765395,0.400568068,0.300265789,0.270564765,0.226596624,0.399788737,0.213560939,0.368119508,0.149660081,0.270967305,0.554605901,-11.75423165,-8.324900604,-10.47725954,-8.203288209,-9.889506339,-7.313705019,-7.505568653,-7.761104144,-5.830729448,-9.758064925,-4.967041022,-5.880022253,-2.187368094,-6.609875324,-7.775255715,-14.25558573,-18.68177336,-14.97974711,-13.04992025,-18.03593606,-16.78631196,-16.52550489,-13.05044732,-19.63648784,-19.04398934,-22.35408146,-16.00665097,-14.43205166,-20.75372112,-15.44029906,2,False
