Crop_Name,Duration,Height,Name,duration_numeric,height_numeric,.geo,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,Predicted_duration,Correct
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.175065011,0.224711925,0.245299816,0.277353525,0.244160309,0.236103535,0.258808613,0.221620768,0.166203782,0.05584472,0.369607925,0.019908102,-16.65043041,-14.73024263,-12.11861431,-8.922108437,-14.59185403,-13.23958974,-13.06377227,-11.61413986,-12.40815105,-12.70090524,-10.36311542,-12.26687275,-10.06182126,-11.33762015,-11.46471575,-25.19142072,-16.83336901,-21.34062042,-15.31672393,-19.49551014,-15.20393948,-21.49471215,-20.11231525,-22.09282136,-19.47076163,-18.41297081,-21.38486011,-15.8313611,-18.48580704,-18.18158826,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.257355422,0.22794646,0.259834141,0.290521115,0.216256201,0.230348527,0.255208582,0.18449825,0.36578396,0.056743596,0.311415881,0.027464749,-14.54736467,-12.39986988,-10.39046594,-8.787252155,-15.48107153,-9.214869467,-14.77291385,-14.7974998,-10.92218185,-12.48891027,-10.45672022,-11.35524447,-8.040811251,-14.65070698,-11.41532541,-19.56185983,-15.48976573,-18.29315575,-16.89384904,-18.54976165,-18.31893097,-19.40661115,-22.39407996,-17.0951257,-16.40588653,-16.46720603,-16.13097641,-17.12256096,-17.08088519,-17.23287209,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.203443736,0.249236479,0.265167415,0.271864414,0.249685645,0.23821114,0.262730896,0.229373991,0.179257944,0.055320553,0.392781168,0.020356001,-13.54845353,-11.85349803,-11.92576934,-8.40088393,-8.948119947,-9.786747728,-7.708415778,-9.580144333,-14.04569688,-9.443975286,-13.07114653,-14.48863157,-8.85905705,-10.65124771,-11.44286251,-14.46291193,-18.3969181,-19.36238329,-12.7986444,-23.75062898,-14.37294979,-16.69851613,-18.69464482,-17.00297727,-15.73439701,-13.83046043,-15.67656121,-14.54053741,-14.9962972,-12.55213447,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.175065011,0.224711925,0.245299816,0.277353525,0.244160309,0.236103535,0.258808613,0.221620768,0.166203782,0.05584472,0.369607925,0.019908102,-14.70122514,-13.98773091,-16.12608259,-10.38418001,-13.83912953,-12.69714663,-13.10262395,-10.90017059,-8.395041714,-12.63839247,-10.59076413,-10.23684595,-12.12885869,-14.63591504,-11.61221268,-20.29752374,-17.62135163,-22.52225574,-15.75470371,-18.80392415,-14.66913161,-20.03315603,-20.52550783,-17.61983159,-18.23161021,-17.99976396,-19.45070844,-13.65651396,-15.37085384,-15.12310317,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.175065011,0.224711925,0.245299816,0.277353525,0.244160309,0.236103535,0.258808613,0.221620768,0.166203782,0.05584472,0.369607925,0.019908102,-14.70122514,-13.98773091,-16.12608259,-10.38418001,-13.83912953,-11.1234492,-13.10262395,-10.90017059,-8.827367658,-12.63839247,-10.59076413,-12.5672858,-12.12885869,-14.63591504,-11.61221268,-20.29752374,-17.62135163,-22.52225574,-15.75470371,-18.80392415,-15.6763705,-20.03315603,-20.52550783,-18.42149048,-18.23161021,-17.99976396,-19.9810799,-13.65651396,-15.37085384,-15.12310317,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.242061079,0.209206969,0.261998951,0.28515327,0.223174617,0.225868508,0.252543956,0.191002056,0.346422851,0.055767946,0.301136464,0.03343055,-12.72002414,-16.14791358,-13.25357347,-8.455089994,-13.10506359,-10.32432364,-12.00135569,-14.58571545,-8.849161432,-9.482040668,-11.54392996,-14.2649724,-12.76257567,-13.14989642,-9.15291142,-17.63992038,-18.16767072,-17.48748146,-15.78125411,-17.14640678,-19.13491147,-14.84673271,-20.97663411,-19.89013909,-16.71680233,-18.57476145,-20.77953732,-14.36752141,-20.42970204,-19.29240935,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.188353539,0.216788903,0.241310894,0.288215816,0.243315175,0.21167019,0.245929644,0.249354631,0.136887208,0.054839507,0.347936064,0.019738322,-14.27038691,-11.10124131,-13.51098169,-13.75944915,-10.93823036,-7.342752859,-11.92953286,-12.79669927,-7.490600372,-10.05054504,-14.7080014,-14.92056495,-12.93283226,-12.66915408,-7.351335723,-18.44837695,-18.40525585,-16.89341505,-12.89936627,-16.75383527,-17.44317307,-20.24011591,-16.92747888,-17.06557688,-13.46447453,-19.45888729,-22.37089377,-18.00707565,-18.76478788,-15.75075828,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.188353539,0.216788903,0.241310894,0.288215816,0.243315175,0.21167019,0.245929644,0.249354631,0.136887208,0.054839507,0.347936064,0.019738322,-13.59653028,-11.10124131,-12.44917517,-11.14380566,-12.37464607,-9.645239644,-11.92953286,-12.15528188,-6.260766038,-10.05054504,-12.67165073,-11.07725054,-12.54937819,-12.72334038,-7.351335723,-20.21282003,-18.40525585,-15.51653464,-12.16900346,-17.3274585,-17.17260862,-20.24011591,-16.67974354,-15.00184705,-13.46447453,-18.43010071,-17.8431503,-18.51933392,-16.66248182,-15.75075828,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.188353539,0.216788903,0.241310894,0.288215816,0.243315175,0.21167019,0.245929644,0.249354631,0.136887208,0.054839507,0.347936064,0.019738322,-15.36322935,-13.12408511,-13.51098169,-10.45694273,-10.93823036,-10.54779435,-14.96753753,-14.69562218,-6.638313866,-11.01823855,-14.7080014,-14.92056495,-12.20484476,-12.66915408,-8.215366812,-21.06646125,-21.93635127,-16.89341505,-11.28874992,-16.75383527,-15.90948897,-22.51089855,-18.74141496,-15.24614259,-14.97301666,-19.45888729,-22.37089377,-21.11652828,-18.76478788,-18.48622747,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.239164352,0.256295562,0.292206198,0.325723886,0.371481359,0.191951439,0.28847003,0.311312914,0.19065994,0.384630471,0.435417831,0.272423983,-13.59317483,-15.20497101,-11.74711702,-9.225962592,-13.03496926,-11.57172025,-15.04101672,-14.22925976,-12.69397187,-12.9193777,-12.59778885,-12.22722264,-9.0270544,-13.89805884,-9.877267261,-17.10534497,-18.85424107,-22.29210532,-13.3027769,-16.99122849,-15.53580622,-17.40438924,-18.22958751,-21.35355534,-18.62008901,-23.60554456,-21.80897008,-18.60518593,-20.4866121,-18.47526691,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.239164352,0.256295562,0.292206198,0.325723886,0.371481359,0.191951439,0.28847003,0.311312914,0.19065994,0.384630471,0.435417831,0.272423983,-13.59317483,-12.64928818,-11.74711702,-9.225962592,-13.03496926,-11.57172025,-12.93560292,-14.22925976,-12.63203914,-12.15668128,-12.2640513,-13.73622679,-9.0270544,-13.89805884,-9.877267261,-17.10534497,-16.75969049,-22.29210532,-13.3027769,-16.99122849,-15.53580622,-19.56404407,-18.22958751,-18.0488631,-17.73597062,-22.35501422,-17.33099366,-18.60518593,-20.4866121,-18.47526691,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.253488034,0.273998797,0.332216889,0.395532429,0.427790135,0.19663538,0.29748854,0.393317401,0.16468139,0.391423434,0.444292873,0.244368225,-11.99907758,-10.96410751,-11.22836267,-7.920728798,-13.45508072,-7.776061106,-10.55140272,-10.10488895,-11.97681389,-12.88646986,-10.26601785,-11.49946229,-12.0826933,-8.71523038,-11.08782081,-19.06550643,-12.67122036,-18.43574992,-15.63208346,-14.1692611,-11.35189746,-19.9852572,-18.61786855,-15.16724469,-18.92674562,-20.85159566,-15.49838527,-16.86158257,-16.18992682,-14.59489348,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.256274045,0.264807463,0.371419758,0.37553829,0.412414789,0.287840366,0.301955581,0.362769097,0.213830579,0.064892061,0.383552074,0.023773542,-14.43952722,-13.74706153,-12.44288211,-10.20640766,-11.49088228,-10.51019264,-14.5579002,-13.47170391,-11.10754662,-12.90480299,-12.10686398,-15.06036208,-7.856608148,-15.7383094,-11.0575377,-17.39853396,-20.60364856,-17.36229243,-11.19412983,-15.82964063,-18.09862053,-17.47498222,-20.2671517,-16.15857708,-14.35976589,-17.40962106,-16.96808463,-16.17427596,-15.37816799,-16.01178912,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.256274045,0.264807463,0.371419758,0.37553829,0.412414789,0.287840366,0.301955581,0.362769097,0.213830579,0.064892061,0.383552074,0.023773542,-13.93695988,-13.62031912,-10.22090708,-10.20640766,-10.41481736,-10.51019264,-10.81204891,-11.22336278,-11.10754662,-9.663577855,-10.43612983,-15.26437517,-7.856608148,-17.37535768,-11.0575377,-19.13252525,-19.04449826,-18.16617658,-11.19412983,-16.664628,-18.09862053,-16.46139489,-18.97980081,-16.15857708,-14.81275398,-18.67109879,-17.00929831,-16.17427596,-16.0106555,-16.01178912,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.186713949,0.217188597,0.248804152,0.240044624,0.135881111,0.168354422,0.203634337,0.260540694,0.24223648,0.413284123,0.476830691,0.499112457,-11.58881334,-9.983239444,-11.61499724,-5.158402543,-13.97659934,-10.24092038,-10.83759214,-12.10256115,-9.097686623,-9.795996584,-11.0423962,-12.95574502,-9.132706245,-8.798227292,-8.569665816,-18.84238631,-15.99040489,-16.46590515,-14.50153847,-16.48123782,-12.28267987,-15.6532719,-17.4218614,-16.62493408,-16.08113313,-15.06760739,-21.24934513,-15.37469174,-20.6523603,-15.34102633,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.233338788,0.262108743,0.319770426,0.340875626,0.363771707,0.243151605,0.269080758,0.32720542,0.113472119,0.063707665,0.423484206,0.431350976,-12.82453608,-9.889157154,-12.84126159,-9.253051371,-12.50681701,-8.446745774,-17.36148029,-9.685199266,-8.325703315,-8.468608816,-11.4721709,-12.89212032,-10.51387916,-9.072048122,-12.37835937,-17.38637949,-18.30757838,-15.84761486,-14.03255662,-22.49761236,-13.82391463,-16.92652087,-19.39323086,-14.41536839,-18.31349413,-16.07497711,-14.50020674,-17.20890584,-16.92981238,-16.73927403,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.233338788,0.262108743,0.319770426,0.340875626,0.363771707,0.243151605,0.269080758,0.32720542,0.113472119,0.063707665,0.423484206,0.431350976,-12.82453608,-10.39069358,-14.28705702,-9.253051371,-12.50681701,-8.446745774,-17.36148029,-9.685199266,-8.325703315,-8.468608816,-11.4721709,-11.1598659,-10.51387916,-9.072048122,-12.37835937,-17.38637949,-17.91074562,-15.63689396,-14.03255662,-22.49761236,-13.82391463,-16.92652087,-19.39323086,-14.41536839,-18.31349413,-16.07497711,-15.99292069,-17.20890584,-16.92981238,-16.73927403,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.251468122,0.264371097,0.294982851,0.313104451,0.133504301,0.193584055,0.202578574,0.344359338,0.299181163,0.367692232,0.386807531,0.260591567,-13.26400856,-12.13878416,-9.604388999,-10.31285556,-12.77509782,-11.53019695,-9.729377253,-14.3723374,-12.91494979,-10.77957866,-9.859908184,-11.53183668,-12.77726359,-10.03792197,-7.382934554,-19.28528397,-19.36992152,-14.01189835,-11.76419174,-18.96600272,-15.55111452,-22.56721823,-14.11735137,-19.0563548,-22.25360749,-16.44282493,-23.07039729,-19.13908204,-15.32855875,-15.90104915,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.251468122,0.264371097,0.294982851,0.313104451,0.133504301,0.193584055,0.202578574,0.344359338,0.299181163,0.367692232,0.386807531,0.260591567,-13.26400856,-12.80846465,-11.77490944,-10.31285556,-10.96910629,-10.08728935,-8.83929277,-13.78768763,-12.91494979,-10.77957866,-9.859908184,-11.53183668,-12.77726359,-9.637452444,-7.382934554,-19.28528397,-18.18833725,-16.57170617,-11.76419174,-15.07252912,-13.35705799,-21.15950209,-14.79247704,-19.0563548,-22.25360749,-16.44282493,-23.07039729,-19.13908204,-15.11558914,-15.90104915,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.259722888,0.266406238,0.315246284,0.225411579,0.348552793,0.344791889,0.291719526,0.404316127,0.4426139,0.130643725,0.37312898,0.055360727,-11.91516661,-11.86814544,-13.55576548,-12.24381956,-8.829798404,-10.15748492,-8.664801498,-10.63145054,-15.47032062,-11.94188278,-9.503897202,-9.260285643,-10.02502305,-9.092145679,-7.883456416,-16.32784233,-14.77253125,-16.81178714,-15.55512562,-18.53873627,-14.23782205,-15.30779479,-17.15006949,-18.88319988,-17.59600564,-18.58164248,-16.76293699,-12.10431162,-14.14862211,-13.95584123,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.259722888,0.266406238,0.315246284,0.225411579,0.348552793,0.344791889,0.291719526,0.404316127,0.4426139,0.130643725,0.37312898,0.055360727,-12.46388361,-12.03978824,-13.55576548,-10.97180211,-8.829798404,-9.306717692,-8.664801498,-10.63145054,-10.00534317,-9.871362299,-10.12714274,-10.76142457,-8.010111306,-9.092145679,-7.883456416,-16.73438052,-14.14798336,-16.81178714,-13.41140715,-18.53873627,-12.79482584,-15.30779479,-17.15006949,-17.2540151,-17.23701736,-16.81335589,-14.49988436,-11.09303945,-14.14862211,-13.95584123,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.259722888,0.266406238,0.315246284,0.225411579,0.348552793,0.344791889,0.291719526,0.404316127,0.4426139,0.130643725,0.37312898,0.055360727,-10.44770794,-8.878030426,-13.09783296,-7.532977694,-11.24983073,-8.745716411,-9.829800305,-10.24669292,-8.605082612,-11.63926002,-9.775686714,-10.9571997,-5.121494434,-8.98992781,-8.730910217,-16.74113879,-15.8824018,-16.25617455,-14.13659873,-19.27258099,-12.05483594,-17.27628023,-17.61892776,-14.68853707,-12.64777532,-16.49848936,-13.94524203,-11.46566021,-14.15013758,-16.39814198,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.210745335,0.254567325,0.437397152,0.352534115,0.402881533,0.232196957,0.288599342,0.300784081,0.182054527,0.063324973,0.501768827,0.029119151,-14.80432439,-14.00768556,-12.78139855,-9.330743431,-13.92084904,-12.50757895,-14.82134775,-11.72741215,-16.58619415,-10.35800267,-13.1522374,-15.91990211,-13.96580546,-11.23112771,-9.247738938,-23.02908977,-17.8975126,-18.55360139,-13.76539249,-25.77252608,-15.50100674,-20.22900334,-20.81734095,-18.60332349,-17.96292396,-18.476163,-21.78969283,-14.59480866,-16.87907729,-15.99647557,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.164475039,0.224296138,0.397841275,0.347396374,0.382617712,0.230291843,0.279804617,0.300289363,0.182008144,0.063726924,0.519191384,0.027542755,-18.03675494,-13.59324366,-13.07374782,-9.343204634,-10.94255577,-13.13650354,-14.45397225,-15.44173435,-14.78533405,-10.0841099,-13.1522374,-13.7859956,-14.27060403,-10.73999636,-10.25186652,-27.36044882,-18.84397293,-21.74191245,-18.92551281,-23.3150785,-20.40101785,-22.7696232,-21.22583079,-23.90005553,-18.61124191,-18.476163,-24.24063567,-15.16599669,-16.76408383,-14.83850661,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.238656193,0.380099505,0.480069667,0.560068727,0.454579204,0.381675571,0.347189635,0.563881993,0.160147786,0.107461974,0.441022098,0.63028115,-13.33626542,-8.164882434,-13.02939648,-5.12623009,-8.927223171,-8.418271737,-8.4527142,-9.919252014,-10.43474482,-10.23307442,-10.8605424,-7.468642191,-14.6246904,-14.70187903,-10.95375878,-17.25088564,-16.18927855,-17.28926873,-15.15352002,-14.68339182,-13.37076227,-16.86448843,-21.79632438,-13.04713119,-14.02498473,-14.28754939,-12.76741411,-13.22806097,-15.68955302,-16.24705901,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.248319834,0.265133172,0.366428435,0.290803641,0.261421919,0.166722879,0.244255662,0.505226374,0.372664243,0.551234245,0.496105164,0.23581928,-10.38905896,-8.916541318,-10.49104522,-9.803795534,-13.68382969,-8.111610577,-8.822759944,-9.033920518,-11.86383976,-13.76949066,-5.565154702,-9.81059639,-8.004655002,-8.966063539,-9.908009386,-16.72733994,-17.11951893,-19.03802331,-15.45076637,-16.64205325,-16.2916357,-20.55439799,-14.43842971,-15.95408464,-14.36707694,-17.28035732,-19.33203731,-14.46977165,-15.96120384,-12.62199004,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.25232631,0.24870342,0.30185774,0.312738419,0.275946826,0.251038164,0.266644895,0.247960776,0.073199913,0.117945574,0.398074061,0.202808738,-20.2753978,-12.80365033,-17.42998667,-7.129450219,-11.17477567,-10.11253839,-15.03130193,-10.64161634,-12.15639924,-10.34237342,-12.31997752,-12.5658274,-7.414443474,-11.28725297,-9.321060668,-18.5643243,-18.45099368,-20.34590989,-10.60718187,-19.18576782,-14.3435674,-14.72736357,-12.99537448,-19.91342636,-15.80082516,-19.58504999,-14.59656367,-13.44676323,-15.30135124,-11.69846257,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.296744049,0.308160365,0.408329397,0.415102571,0.338152289,0.280865997,0.279062152,0.270244032,0.321659386,0.37307474,0.433448017,0.031483799,-16.23935106,-15.58968867,-12.00947212,-11.35800347,-11.06665836,-14.48330519,-13.77501711,-12.55290266,-9.040697362,-11.42557431,-12.6304275,-12.29852826,-9.281546268,-12.62342746,-12.22615147,-18.80469473,-17.05867166,-18.45550116,-14.3859331,-22.72187428,-19.74093089,-18.55752895,-18.31838802,-14.52362015,-18.77416201,-17.19547313,-17.6470497,-16.33077415,-21.95739366,-16.05307813,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.296744049,0.308160365,0.408329397,0.415102571,0.338152289,0.280865997,0.279062152,0.270244032,0.321659386,0.37307474,0.433448017,0.031483799,-15.41188854,-14.79109889,-12.15688385,-11.35800347,-10.81391478,-11.40366497,-13.82420498,-8.160009441,-10.37855236,-11.42557431,-12.6304275,-11.7099472,-9.281546268,-13.94559077,-11.14270681,-17.73694094,-16.33990814,-17.70055458,-14.3859331,-17.70429782,-18.78634281,-20.74963926,-17.24437269,-14.3957245,-18.77416201,-17.19547313,-16.99838831,-16.33077415,-21.57974353,-15.99104053,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.296744049,0.308160365,0.408329397,0.415102571,0.338152289,0.280865997,0.279062152,0.270244032,0.321659386,0.37307474,0.433448017,0.031483799,-15.41188854,-15.58968867,-11.26099919,-11.35800347,-10.81391478,-14.48330519,-13.77501711,-12.55290266,-10.37855236,-11.42557431,-12.6304275,-11.7099472,-9.187490776,-12.62342746,-10.62576211,-17.73694094,-17.05867166,-17.15970098,-14.3859331,-17.70429782,-19.74093089,-18.55752895,-18.31838802,-14.3957245,-18.77416201,-17.19547313,-16.99838831,-15.72069826,-21.95739366,-16.85802411,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.296744049,0.308160365,0.408329397,0.415102571,0.338152289,0.280865997,0.279062152,0.270244032,0.321659386,0.37307474,0.433448017,0.031483799,-15.41188854,-15.58968867,-12.15688385,-10.97334639,-10.81391478,-13.96871515,-13.77501711,-12.55290266,-12.96227228,-11.42557431,-12.6304275,-11.7099472,-9.187490776,-13.94559077,-10.62576211,-17.73694094,-17.05867166,-17.70055458,-14.43452749,-17.70429782,-21.44039729,-18.55752895,-18.31838802,-13.75969062,-18.77416201,-17.19547313,-16.99838831,-15.72069826,-21.57974353,-16.85802411,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.245130807,0.244799674,0.270584255,0.297353864,0.260150969,0.246768624,0.257386148,0.273978829,0.086596981,0.112217918,0.41371572,0.233868718,-16.38624756,-11.88784609,-14.97501633,-7.889307755,-12.99828634,-9.241895448,-17.01414693,-12.52766513,-11.82651422,-7.616193214,-11.2204844,-10.97498802,-9.395348783,-10.24100281,-10.43222095,-16.15301554,-20.21167369,-21.47104988,-12.17833829,-18.89024884,-13.21881228,-21.97056054,-17.57106288,-18.68565455,-15.62845211,-17.26976838,-13.48691198,-13.70081807,-15.2110974,-13.66721841,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.25232631,0.24870342,0.30185774,0.312738419,0.275946826,0.251038164,0.266644895,0.247960776,0.073199913,0.117945574,0.398074061,0.202808738,-16.38624756,-11.41123807,-14.97501633,-8.327015522,-12.99828634,-10.20195156,-13.52359276,-10.6998477,-11.82651422,-8.985560968,-11.2204844,-10.97498802,-9.395348783,-8.1794543,-9.287561749,-16.15301554,-19.24210959,-21.47104988,-13.32421105,-18.89024884,-12.43930901,-20.38537828,-15.08675213,-18.68565455,-19.45486978,-17.26976838,-13.48691198,-13.70081807,-16.33631974,-12.52239924,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.25232631,0.24870342,0.30185774,0.312738419,0.275946826,0.251038164,0.266644895,0.247960776,0.073199913,0.117945574,0.398074061,0.202808738,-16.38624756,-11.41123807,-13.85903103,-8.327015522,-12.99828634,-10.20195156,-13.52359276,-10.6998477,-11.82651422,-8.985560968,-11.2204844,-10.97498802,-9.395348783,-8.1794543,-10.15823454,-16.15301554,-19.24210959,-19.89550656,-13.32421105,-18.89024884,-12.43930901,-20.38537828,-15.08675213,-18.68565455,-19.45486978,-17.26976838,-13.48691198,-13.70081807,-16.33631974,-14.11565698,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.16326195,0.19805935,0.271940231,0.258243233,0.25909701,0.178117305,0.272498697,0.365107179,0.302426726,0.300276935,0.34299165,0.313576698,-8.900167986,-11.26320162,-7.762460863,-6.430716986,-7.874891728,-7.72382425,-9.234955698,-10.05911467,-10.28790888,-9.238817108,-9.681140144,-13.16317756,-8.34645049,-12.60706453,-9.486938686,-20.68255363,-18.19014378,-19.95166592,-14.57293793,-15.85311358,-15.92343409,-18.18618063,-18.18247899,-17.41469772,-17.68008918,-16.82295038,-19.75872327,-14.41541579,-17.97668238,-16.16450731,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.245130807,0.244799674,0.270584255,0.297353864,0.260150969,0.246768624,0.257386148,0.273978829,0.086596981,0.112217918,0.41371572,0.233868718,-16.38624756,-11.88784609,-13.85903103,-7.889307755,-12.99828634,-9.241895448,-17.01414693,-12.52766513,-10.44277594,-7.616193214,-11.2204844,-10.97498802,-11.62788336,-8.1794543,-8.964202263,-16.15301554,-20.21167369,-19.89550656,-12.17833829,-18.89024884,-13.21881228,-21.97056054,-17.57106288,-18.7867851,-15.62845211,-17.26976838,-13.48691198,-12.56328486,-16.33631974,-14.73697527,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.231313616,0.239993438,0.276511848,0.30279243,0.274517894,0.232405722,0.26214695,0.278422058,0.087591276,0.111547314,0.407232434,0.174491629,-17.87215824,-9.985141597,-13.84879943,-9.592009526,-14.02999627,-7.826410936,-13.61713986,-12.33952758,-11.57410885,-10.45316773,-8.882641148,-11.22815831,-9.585284898,-7.133835558,-8.601023076,-19.4488968,-22.64236781,-21.41299336,-15.32196781,-19.75303758,-15.56327747,-20.35590474,-16.42377053,-15.12619986,-12.16188812,-16.14467308,-17.95174974,-15.31248769,-14.07805878,-14.08341367,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.231313616,0.239993438,0.276511848,0.30279243,0.274517894,0.232405722,0.26214695,0.278422058,0.087591276,0.111547314,0.407232434,0.174491629,-17.87215824,-10.69933528,-13.27599789,-9.677207673,-15.11732979,-7.826410936,-11.60114796,-11.62873969,-11.73219161,-13.14135508,-9.803183818,-11.22815831,-10.16000812,-9.912708698,-9.88091956,-19.4488968,-23.65753532,-21.11504832,-13.22120532,-18.21096467,-15.56327747,-19.63675382,-15.72759441,-19.15636966,-13.21511783,-16.17165224,-17.95174974,-17.37391912,-15.36379954,-13.86651703,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.197098538,0.247456968,0.387062967,0.366063654,0.438443303,0.296695173,0.319956392,0.314826727,0.39811334,0.433852792,0.453466624,0.326718688,-13.72160538,-13.66369058,-10.22061668,-7.268763563,-13.25303656,-9.129676502,-14.31856824,-12.08842916,-11.41024135,-11.11693706,-9.345330298,-12.26037561,-5.448782085,-14.17762789,-6.82789552,-17.2932934,-15.95931407,-17.25673776,-14.16788932,-14.10339809,-16.1415907,-16.74916526,-15.30701967,-17.3912671,-21.10477104,-18.32307877,-20.24400754,-16.76857925,-15.96664671,-13.58385252,1,False
Eucalyptus,Long,Tall,Bangalore Rural,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}",0.197098538,0.247456968,0.387062967,0.366063654,0.438443303,0.296695173,0.319956392,0.314826727,0.39811334,0.433852792,0.453466624,0.326718688,-12.40333526,-13.66369058,-10.22061668,-6.883580035,-14.07069262,-9.129676502,-14.31856824,-12.08842916,-11.60020772,-10.53729735,-8.02570688,-11.60659974,-5.636541008,-14.17762789,-6.82789552,-15.55483465,-15.95931407,-17.25673776,-12.75022454,-14.0880672,-16.1415907,-16.74916526,-15.30701967,-15.70508689,-21.86919839,-17.32486548,-21.8399675,-14.79713847,-15.96664671,-13.58385252,1,False
