Latitude,Longitude,Crop_Name,VV_0,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VH_0,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14
12.6649363,77.7062919,Eucalyptus,-10.1069599,-15.88473066,-14.76871925,-9.399907295,-10.24896694,-12.06154043,-6.579602791,-4.977894798,-8.993865781,-10.47976129,-10.0906046,-10.92510052,-6.8088153,-11.24260778,-6.966193564,-18.96061811,-17.46570852,-16.72791492,-17.82081607,-13.95391112,-14.68894425,-18.63090643,-17.91633734,-17.57200536,-14.10141668,-18.22788767,-17.74063202,-17.83007581,-15.33185909,-14.23244967
12.66495,77.7062767,Eucalyptus,-10.1069599,-15.88473066,-14.76871925,-9.399907295,-10.24896694,-10.64202596,-6.579602791,-5.297721781,-8.993865781,-10.47976129,-10.0906046,-10.92510052,-6.8088153,-11.24260778,-6.966193564,-18.96061811,-17.46570852,-16.72791492,-17.82081607,-13.95391112,-13.30693125,-18.63090643,-16.03383283,-17.57200536,-14.10141668,-18.22788767,-17.74063202,-17.83007581,-15.33185909,-14.23244967
12.664951,77.7054885,Ragi,-12.04686789,-10.97953428,-10.26586236,-9.671363484,-11.91750024,-9.717895056,-9.470648196,-14.25386369,-10.8301358,-7.999334553,-10.09194258,-8.995745464,-3.772853817,-10.06462412,-9.641604694,-15.74641573,-16.86632439,-20.14213854,-14.13026824,-20.50195781,-16.31324646,-16.16369427,-18.45140905,-17.61508498,-19.16016953,-19.81348693,-16.78333412,-14.46358335,-14.63202032,-16.7885295
12.664951,77.7055105,Ragi,-10.9162449,-10.97953428,-10.26586236,-9.671363484,-13.63383898,-9.717895056,-9.470648196,-14.25386369,-15.795791,-7.999334553,-10.09194258,-10.88472595,-3.772853817,-10.06462412,-9.641604694,-15.86298222,-16.86632439,-20.14213854,-14.13026824,-18.11408525,-16.31324646,-16.16369427,-18.45140905,-19.50931816,-19.16016953,-19.81348693,-19.32998262,-14.46358335,-14.63202032,-16.7885295
12.6649633,77.7062967,Eknayaka,-9.816072171,-15.88473066,-14.76871925,-9.399907295,-10.24896694,-8.658569274,-6.579602791,-4.977894798,-8.993865781,-10.47976129,-10.0906046,-10.92510052,-6.8088153,-11.24260778,-8.0950074,-19.30674769,-17.46570852,-16.72791492,-17.82081607,-13.95391112,-12.46910812,-18.63090643,-17.91633734,-17.57200536,-14.10141668,-18.22788767,-17.74063202,-17.83007581,-15.33185909,-11.38660437
12.6649654,77.7057559,Ragi,-9.345770863,-13.40151966,-13.19925192,-14.10508354,-9.561481835,-11.94512248,-8.942645723,-11.02130849,-12.26404694,-9.561010646,-12.93219564,-13.24398794,-6.469632056,-10.77450005,-8.899344685,-17.40427354,-13.19666187,-14.40293808,-16.09787533,-14.18944802,-20.71128951,-15.24998859,-16.68736825,-16.14083052,-16.84278342,-19.36814117,-17.46737015,-15.02711287,-16.22790891,-15.11365459
12.6649667,77.70575,Ragi,-11.72431106,-13.40151966,-13.19925192,-14.10508354,-9.561481835,-11.94512248,-8.942645723,-11.02130849,-12.26404694,-9.561010646,-12.93219564,-13.24398794,-6.469632056,-10.77450005,-8.899344685,-19.41812779,-13.19666187,-14.40293808,-16.09787533,-14.18944802,-20.71128951,-15.24998859,-16.68736825,-16.14083052,-16.84278342,-19.36814117,-17.46737015,-15.02711287,-16.22790891,-15.11365459
12.6650248,77.7027956,Rose,-9.626585705,-8.39674725,-8.565720633,-9.38638459,-5.398916731,-6.310080247,-5.804534827,-8.834732765,-8.992193695,-5.520052236,-7.337915569,-7.217561121,-4.86331727,-8.145212498,-4.315201902,-20.82831493,-18.5346288,-15.77054641,-17.63291156,-16.59204601,-16.10179677,-14.90566841,-17.59823853,-12.19352263,-15.2228322,-18.31892987,-18.71504353,-15.46936433,-17.67561354,-18.45096197
12.6650253,77.7027916,Rose,-9.626585705,-8.39674725,-8.565720633,-9.38638459,-5.398916731,-6.310080247,-5.804534827,-7.583631313,-8.992193695,-5.520052236,-7.337915569,-7.217561121,-4.86331727,-8.145212498,-4.315201902,-20.82831493,-18.5346288,-15.77054641,-17.63291156,-16.59204601,-16.10179677,-14.90566841,-16.88216927,-12.19352263,-15.2228322,-18.31892987,-18.71504353,-15.46936433,-17.67561354,-18.45096197
12.6650269,77.7069665,Ragi,-11.47380112,-14.14167153,-12.64307393,-9.252368949,-8.749771357,-10.48973966,-10.2800446,-6.415070331,-6.596041201,-4.854050798,-6.434180399,-10.75455354,-6.761656983,-9.236755959,-10.98941151,-20.56754235,-22.23592636,-25.28527757,-21.7653127,-17.61546196,-17.10089642,-19.85355653,-18.72977354,-15.80601052,-12.49420809,-18.74748732,-14.55612749,-12.30166795,-13.76630971,-16.33911139
12.6650275,77.7069944,Ragi,-12.61581429,-14.14167153,-12.64307393,-9.252368949,-8.162406257,-10.48973966,-10.2800446,-6.415070331,-6.642958356,-4.854050798,-6.434180399,-12.16254158,-6.761656983,-9.236755959,-10.98941151,-25.51040497,-22.23592636,-25.28527757,-21.7653127,-16.5370053,-17.10089642,-19.85355653,-18.72977354,-19.00159085,-12.49420809,-18.74748732,-16.90537545,-12.30166795,-13.76630971,-16.33911139
12.6650367,77.706995,Ragi,-12.61581429,-14.14167153,-12.64307393,-9.252368949,-8.162406257,-8.386955694,-10.2800446,-6.415070331,-6.642958356,-4.854050798,-6.434180399,-12.16254158,-6.761656983,-9.236755959,-10.98941151,-25.51040497,-22.23592636,-25.28527757,-21.7653127,-16.5370053,-17.48715852,-19.85355653,-18.72977354,-19.00159085,-12.49420809,-18.74748732,-16.90537545,-12.30166795,-13.76630971,-16.33911139
12.66504,77.70696,Ragi,-11.47380112,-14.14167153,-12.64307393,-9.252368949,-8.749771357,-8.386955694,-10.2800446,-6.415070331,-6.596041201,-4.854050798,-6.434180399,-10.75455354,-6.761656983,-9.236755959,-10.98941151,-20.56754235,-22.23592636,-25.28527757,-21.7653127,-17.61546196,-17.48715852,-19.85355653,-18.72977354,-15.80601052,-12.49420809,-18.74748732,-14.55612749,-12.30166795,-13.76630971,-16.33911139
12.6651483,77.7061683,Eucalyptus,-14.88326581,-10.27871538,-10.03103719,-9.979282089,-12.93387844,-11.04151064,-7.489787395,-9.207741396,-10.4189472,-8.917273572,-8.31877953,-7.324919836,-9.182573116,-10.46629843,-8.30766188,-16.22395642,-18.56248481,-21.92956125,-16.37836541,-17.50798074,-16.79583329,-16.22569255,-18.63216169,-18.66975362,-15.41732865,-18.84268283,-13.19095845,-14.29493897,-15.41853917,-13.49772722
12.665155,77.7061817,Eucalyptus,-14.88326581,-10.27871538,-10.52558342,-9.979282089,-12.93387844,-11.04151064,-7.489787395,-9.207741396,-10.4189472,-8.917273572,-8.31877953,-9.750199735,-9.182573116,-10.46629843,-8.30766188,-16.22395642,-18.56248481,-23.33438878,-16.37836541,-17.50798074,-16.79583329,-16.22569255,-18.63216169,-18.66975362,-15.41732865,-18.84268283,-11.56911608,-14.29493897,-15.41853917,-13.49772722
12.6651583,77.706175,Eucalyptus,-14.88326581,-9.746830591,-10.03103719,-9.979282089,-12.93387844,-11.04151064,-7.489787395,-9.207741396,-10.4189472,-8.917273572,-8.669881958,-9.750199735,-9.182573116,-10.46629843,-8.30766188,-16.22395642,-17.82091354,-21.92956125,-16.37836541,-17.50798074,-16.79583329,-16.22569255,-18.63216169,-18.66975362,-15.41732865,-20.69387987,-11.56911608,-14.29493897,-15.41853917,-13.49772722
12.6651615,77.7061853,Eucalyptus,-14.88326581,-9.746830591,-10.52558342,-9.979282089,-12.93387844,-11.04151064,-7.489787395,-9.207741396,-10.4189472,-8.917273572,-8.669881958,-9.750199735,-9.182573116,-10.62681501,-8.30766188,-16.22395642,-17.82091354,-23.33438878,-16.37836541,-17.50798074,-16.79583329,-16.22569255,-18.63216169,-18.66975362,-15.41732865,-20.69387987,-11.56911608,-14.29493897,-16.23053595,-13.49772722
