Latitude,Longitude,Name,Crop_Name,Duration,Height,height_numeric,duration_numeric,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15
12.6829915,77.7373925,Krishnagiri,Ragi,Low,Short,1,1,0.248562583,0.308094645,0.237938144,0.350990099,0.218271721,0.329525702,0.390779142,0.089260143,0.049093322,0.439316239,0.177146839,0.412812268,0.242835596,0.285119048,0.05190853,0.180415114,0.087807606,0.011629043,0.104740061,0.283718567,0.037850517,0.029605883,-0.001753182,0.142771715,0.253338898,0.047666733,0.135184177,0.055348259,0.036815151,0.355580482,0.062828207,0.068173873,0.097853442,0.069209923,0.335574983,0.041266356,0.197698745,-10.60264056,-14.78436319,-14.51306033,-9.009694684,-14.39573651,-10.03096386,-13.15253429,-16.47966478,-8.519621317,-8.979051412,-10.23073192,-10.00658741,-9.288350527,-13.16723733,-10.06947077,-25.32668599,-17.90493463,-19.69019076,-16.81182092,-20.44421047,-18.45095574,-22.61590906,-18.52368778,-19.96866881,-16.91554183,-19.28347007,-18.5486794,-19.52555519,-16.5299178,-20.50596052
12.6831744,77.7387825,Krishnagiri,Ragi,Low,Short,1,1,0.099565007,0.119683482,0.098287888,0.114387634,0.124520583,0.127473539,0.115797128,0.074351585,0.051486906,0.092307692,0.140220662,0.12007549,0.131872852,0.099758162,0.002991773,0.160110803,0.076230661,0.024918098,0.09540636,0.108006672,0.032334555,0.021211833,-0.004827216,0.114612295,0.118935517,0.046526726,0.108624095,0.056481867,0.042744984,0.1000231,0.050972149,0.084356863,0.098462448,0.130801688,0.198405669,0.132490379,0.180221654,-7.925039015,-11.25787875,-11.53859313,-5.502536101,-6.257321691,-8.695499826,-10.60917061,-12.7198946,-15.52461373,-13.3097675,-11.90660796,-9.476843807,-10.80278721,-13.94012727,-5.836368265,-17.74463713,-22.66577104,-20.82074667,-18.29692429,-21.32786421,-23.49090215,-20.52247639,-21.39052914,-21.63941901,-21.19728593,-26.42068277,-20.16112536,-21.9849536,-17.06031245,-21.59519637
12.6832516,77.739924,Krishnagiri,Ragi,Low,Short,1,1,0.092105263,0.126360204,0.092440266,0.123637888,0.158524904,0.130900845,0.118952949,0.062321792,0.050677928,0.100124636,0.15841781,0.112387203,0.129459735,0.085061363,-0.030722118,0.178421724,0.077309517,0.020090605,0.080940594,0.097864438,0.03089983,0.021958002,-0.001830384,0.122241352,0.12504694,0.069557561,0.10320478,0.060994683,0.043251593,0.132852292,0.071046055,0.083983203,0.096707819,0.202597403,0.22112917,0.080375656,0.178528962,-10.69214236,-12.61276661,-9.69440786,-11.35820077,-11.84782807,-11.58303254,-14.06986204,-7.962771942,-12.85594432,-10.42018852,-9.445672084,-10.97504553,-9.086383423,-12.71024006,-5.889911234,-20.09111162,-21.27056059,-18.74637102,-13.73098131,-21.29854297,-18.55843812,-19.86026795,-18.46545872,-20.29423999,-17.10612222,-20.49357234,-15.94648528,-15.19399365,-19.35761356,-15.57918611
12.68365,77.7372994,Krishnagiri,Ragi,Low,Short,1,1,0.22089172,0.233976834,0.195699868,0.276521739,0.20542441,0.302168675,0.387155224,0.083545823,0.052863436,0.353959098,0.179725214,0.296418593,0.236224029,0.118562874,0.008616047,0.176491994,0.088119369,0.025246125,0.10978399,0.169107227,0.024902806,0.025781991,-0.005354138,0.137368193,0.180733163,0.053413369,0.115377778,0.054440075,0.037506089,0.256733383,0.043278166,0.071821852,0.09998553,0.081508003,0.373291272,0.021490107,0.19562196,-10.07654392,-11.55794647,-12.3586536,-9.339610346,-7.722206824,-8.144538707,-9.673717265,-12.4334549,-10.05644091,-7.40199121,-14.95689274,-10.26388377,-8.987615948,-13.44183469,-8.183066162,-15.44243843,-17.57200536,-17.45429293,-13.23901397,-15.05424327,-17.72187993,-16.64708112,-21.73044062,-18.62703403,-19.37783945,-17.21395411,-19.58564777,-13.65821864,-18.94628126,-14.81170888
12.6837483,77.733766,Krishnagiri,Ragi,Low,Short,1,1,0.452446399,0.3969129,0.30132376,0.471282877,0.236481435,0.409827066,0.036223451,0.076923077,0.050290347,0.593880389,0.264553314,0.560779817,0.372655479,0.189019608,0.105800732,0.201100917,0.088226869,0.026229854,0.120422898,0.342028986,0.040809367,0.030091921,-0.002453235,0.139106771,0.258198266,0.059251101,0.198868581,0.058141899,0.04247029,0.531385594,0.170403587,0.079757576,0.107376284,0.264278113,0.407712305,0.018164735,0.244382512,-9.156590752,-6.814455982,-9.053399634,-6.985008094,-8.498042322,-8.280684378,-6.095463794,-9.937880586,-7.110975981,-7.259100872,-7.551028933,-9.884222679,-10.26194114,-7.595163767,-8.207824512,-15.74480449,-12.31775667,-14.98784896,-11.57838504,-12.98456507,-18.60770341,-16.13448339,-19.6091889,-21.61091508,-16.34942155,-17.81523721,-11.62604041,-13.23685245,-16.13957691,-13.50512571
12.6840031,77.7331219,Krishnagiri,Ragi,Low,Short,1,1,0.256944444,0.274397815,0.215142739,0.30605408,0.28979172,0.283728115,-0.027166882,0.089696777,0.053370474,0.331939799,0.231817345,0.322338831,0.288246881,0.20608365,0.069260978,0.189432063,0.085526316,0.033511924,0.114070352,0.290818634,0.053087489,0.028521706,-0.002913217,0.132933375,0.212497781,0.063325129,0.156862745,0.056195674,0.038910124,0.364087302,0.166865032,0.091666667,0.098845485,0.323500492,0.334444676,0.016022363,0.208509201,-11.05914912,-7.090438469,-10.10399768,-6.526284307,-17.10282266,-9.248763562,-11.69571867,-14.56461691,-11.9409766,-10.66695358,-12.81762645,-12.61331614,-9.217523894,-11.41667077,-13.63331307,-21.45995833,-18.7774533,-13.66550982,-11.71699298,-14.98787141,-16.80191123,-18.34923849,-19.42685792,-16.76229249,-16.5918349,-20.34647758,-18.51456034,-15.84040084,-17.12319656,-14.60217044
12.6840858,77.7286125,Krishnagiri,Ragi,Low,Short,1,1,0.243126685,0.22489083,0.177386317,0.289066667,0.259681093,0.272078991,0.003407387,0.117303196,0.053248886,0.144477612,0.236817589,0.324706446,0.271584827,0.328707273,0.174657534,0.242687109,0.099559722,0.06292517,0.151186639,0.308789954,0.053747535,0.030941661,-0.010177731,0.203993735,0.220858896,0.075338215,0.165293425,0.058536089,0.039445421,0.367400419,0.212971078,0.123031496,0.129064039,0.329791582,0.373771278,0.034269564,0.191790273,-12.23928221,-11.45980271,-10.68832571,-11.13815562,-12.46828063,-9.509049686,-14.82983064,-12.97190135,-10.62747185,-9.241513661,-10.35992478,-15.96082467,-8.060132175,-8.302399781,-11.69195598,-20.27883295,-16.34419038,-16.54451541,-12.72225709,-18.83057927,-18.0777234,-21.7957577,-17.96763444,-16.04458557,-17.16082963,-15.99186688,-15.5267448,-19.82658828,-17.0704657,-18.26297925
12.6841033,77.7320962,Krishnagiri,Ragi,Low,Short,1,1,0.1576452,0.151583202,0.128409091,0.152756592,0.189267585,0.198448905,0.029654655,0.083516856,0.050816901,0.159134718,0.196551724,0.198992443,0.159009104,0.185615367,0.049309195,0.177040359,0.080763162,0.03041259,0.092112229,0.230258792,0.063139059,0.032432432,-0.006513909,0.149593496,0.125913621,0.065792449,0.148095335,0.05691219,0.036971831,0.288819876,0.143198091,0.093229884,0.108577095,0.248028046,0.258894362,0.019968504,0.178299702,-16.13000537,-9.722094922,-14.14276249,-8.829653579,-8.539633588,-9.468970819,-11.63955453,-7.238125949,-10.42721618,-9.402035243,-9.786877427,-10.61355217,-9.138920952,-11.31582916,-10.5601132,-22.85107133,-22.86036692,-25.62766231,-20.00411346,-22.27120635,-15.45985931,-20.13021481,-16.72395785,-18.4845754,-15.94928609,-18.34915663,-19.14775431,-15.72232233,-17.09320825,-16.98473166
12.6845946,77.7339203,Krishnagiri,Ragi,Low,Short,1,1,0.307830783,0.216847172,0.194483878,0.205505015,0.276176753,0.305509182,0.028403526,0.079181495,0.049637602,0.290730337,0.227566403,0.26989011,0.30944206,0.257488044,0.108695652,0.190692395,0.086680761,0.030200276,0.099712117,0.176113833,0.041913491,0.027777778,-0.005755506,0.169072507,0.2434443,0.061159142,0.150030371,0.057131198,0.043614931,0.19990537,0.145848551,0.03809774,0.094300209,0.252219095,0.236546521,0.045944164,0.261206606,-9.755598621,-11.45970897,-12.9607144,-6.285904683,-10.47745023,-7.96306465,-9.3677405,-10.42520732,-9.107756004,-9.392395516,-8.394676809,-10.34655091,-5.055251348,-11.94364508,-5.906523758,-18.11112258,-18.79281375,-19.58022996,-15.04767914,-18.03569933,-22.28218416,-17.52241138,-22.75609915,-17.4271434,-20.87164086,-21.10168279,-20.30331316,-15.10087498,-18.92846702,-14.50754314
12.6852924,77.731699,Krishnagiri,Ragi,Low,Short,1,1,0.259781288,0.286172048,0.201702818,0.29168602,0.172173913,0.280607248,-0.013533835,0.088041594,0.052218736,0.373838456,0.210485133,0.38947914,0.287296724,0.368736383,0.050151704,0.228699552,0.099841977,0.038316244,0.116393231,0.344845361,0.045034507,0.028799377,-0.006724744,0.149561107,0.054508406,0.073715393,0.184103115,0.054661737,0.037124569,0.3726647,0.1633535,0.102910096,0.102586714,0.301820505,0.273353752,-0.012901334,0.214638298,-12.26942047,-9.002046615,-9.950218031,-9.232324763,-10.78069431,-10.52689944,-14.16405849,-13.60147821,-11.33939046,-7.873453825,-8.36924843,-6.519027581,-7.562181156,-7.933256518,-7.946314907,-17.63962301,-17.16650259,-16.89059257,-15.05042565,-15.7116099,-16.73318965,-15.05158288,-16.88608287,-14.6228663,-16.15524151,-16.22640328,-15.65498487,-15.63507323,-12.41688832,-13.81418934
