Unnamed: 0,system:index,ARVI,B11,B12,B2,B3,B4,B8,CARI,CVI,DN,EVI,GNDVI,MSAVI,MTVI2,NDVI,NDWI,SAVI,Longitude,Latitude
35000,13856,0.3833262,1582.666667,681.6666667,1715.0,1472.666667,1141.333333,3254.666667,-0.176271988,2.189449856,9,-2.377036566,0.3790985,0.639948035,54.76724007,0.48410907,-0.3790985,0.726080318,87.32024312,25.59879658
35001,13857,0.37761343,1615.333333,702.0,1707.0,1476.0,1144.333333,3206.333333,-0.173981371,2.180304917,9,-2.343483449,0.37224463,0.634213288,54.06714342,0.4779563,-0.37224463,0.716851178,87.32033295,25.59879658
35002,13858,0.37292588,1615.333333,702.0,1707.0,1472.666667,1152.333333,3189.333333,-0.16966723,2.172577431,9,-2.341880637,0.37102947,0.630066437,53.38289175,0.47332385,-0.37102947,0.709903099,87.32042278,25.59879658
35003,13859,0.31002516,1826.0,998.6666667,1746.0,1508.666667,1260.666667,2941.333333,-0.130812038,2.07868063,9,-2.056668403,0.326737,0.567884277,45.60023982,0.40545616,-0.326737,0.608110407,87.31880581,25.59888641
35004,13860,0.36280444,1676.333333,798.0,1727.333333,1482.0,1172.0,3127.666667,-0.166526994,2.155837115,9,-2.054308799,0.36137316,0.61853189,51.88143062,0.4606719,-0.36137316,0.690926064,87.31889565,25.59888641
35005,13861,0.3682184,1676.333333,798.0,1724.666667,1492.0,1171.666667,3176.0,-0.169572882,2.171303457,9,-2.172196925,0.36498377,0.623788339,52.80899767,0.4671031,-0.36498377,0.700572601,87.31898548,25.59888641
35006,13862,0.36332056,1637.0,732.3333333,1737.0,1502.666667,1195.333333,3199.333333,-0.163568554,2.169562912,9,-2.300700336,0.36515623,0.618878555,52.27979396,0.4623564,-0.36515623,0.693454107,87.31907531,25.59888641
35007,13863,0.36332056,1637.0,732.3333333,1737.0,1502.666667,1195.333333,3199.333333,-0.163568554,2.169562912,9,-2.300700336,0.36515623,0.618878555,52.27979396,0.4623564,-0.36515623,0.693454107,87.31916514,25.59888641
35008,13864,0.35665047,1637.0,732.3333333,1777.333333,1525.0,1228.0,3209.333333,-0.160344737,2.160178368,9,-2.145039608,0.3606792,0.610749935,51.48246027,0.45381206,-0.3606792,0.680639522,87.31925497,25.59888641
35009,13865,0.35532302,1670.333333,760.0,1778.333333,1543.666667,1239.333333,3224.333333,-0.160712877,2.16241851,9,-2.153867046,0.35771984,0.609810933,51.63963259,0.45315242,-0.35771984,0.679650283,87.3193448,25.59888641
35010,13866,0.3493459,1670.333333,760.0,1773.0,1540.333333,1250.333333,3227.0,-0.152212773,2.151949397,9,-2.370775017,0.3583761,0.60574657,51.04714169,0.4483961,-0.3583761,0.672517179,87.31943464,25.59888641
35011,13867,0.35692084,1646.333333,747.6666667,1764.333333,1528.666667,1229.666667,3230.666667,-0.158656793,2.160576439,9,-2.270961523,0.3625512,0.613385326,51.82330568,0.4561189,-0.3625512,0.684099827,87.31952447,25.59888641
35012,13868,0.35965428,1646.333333,747.6666667,1761.0,1519.333333,1214.333333,3223.666667,-0.161644953,2.160853719,9,-2.195435347,0.36294636,0.615739725,52.13648856,0.45848706,-0.36294636,0.687651674,87.3196143,25.59888641
35013,13869,0.35874128,1621.333333,740.3333333,1755.333333,1503.666667,1207.666667,3197.666667,-0.160141287,2.156077854,9,-2.202401752,0.363928,0.615036215,51.70557687,0.45741507,-0.363928,0.686043355,87.31970413,25.59888641
35014,13870,0.36232483,1621.333333,740.3333333,1759.666667,1502.333333,1193.666667,3174.666667,-0.165995812,2.158795656,9,-2.07550599,0.36158144,0.616571898,52.00239713,0.45919514,-0.36158144,0.688712408,87.31979396,25.59888641
