Unnamed: 0,system:index,ARVI,B11,B12,B2,B3,B4,B8,CARI,CVI,DN,EVI,GNDVI,MSAVI,MTVI2,NDVI,NDWI,SAVI,Longitude,Latitude
160000,11994,0.3325839,2214.0,1422.0,1282.0,1203.0,1039.0,2867.0,-0.089195705,2.080328043,9,-8.908382066,0.40884522,0.63755998,47.67212935,0.46799794,-0.40884522,0.701907078,87.75871081,25.47707486
160001,11995,0.31016478,2214.0,1422.0,1285.0,1210.0,1057.0,2730.0,-0.082664352,2.052944378,9,-7.409211692,0.3857868,0.612777055,44.78773527,0.4417745,-0.3857868,0.662574257,87.75880064,25.47707486
160002,11996,0.2184874,2980.0,2213.0,1390.0,1422.0,1302.0,2670.0,-0.038404727,2.000611314,9,58.96551724,0.30498534,0.512312762,36.89546851,0.34441087,-0.30498534,0.51655129,87.75772266,25.47716469
160003,11997,0.26022023,2980.0,2213.0,1352.0,1330.0,1226.0,2825.0,-0.044799377,2.01766465,9,95.17857143,0.35980746,0.565974222,40.98538742,0.39471737,-0.35980746,0.592002962,87.75781249,25.47716469
160004,11998,0.27411944,3106.0,2376.0,1346.0,1301.0,1185.0,2814.0,-0.055212278,2.025370014,9,-23.95588235,0.3676792,0.578847942,42.09703483,0.40735185,-0.3676792,0.610951369,87.75790233,25.47716469
160005,11999,0.2676484,3106.0,2376.0,1380.0,1341.0,1206.0,2795.0,-0.060198714,2.019045982,9,-12.49213836,0.3515474,0.568471322,41.77243694,0.39715073,-0.3515474,0.595651631,87.75799216,25.47716469
160006,12000,0.24847402,3164.0,2490.0,1399.0,1362.0,1262.0,2794.0,-0.044843898,2.009404367,9,-30.51792829,0.34456208,0.548273502,39.49458554,0.37771204,-0.34456208,0.566498213,87.75808199,25.47716469
160007,12001,0.23386861,3164.0,2490.0,1426.0,1396.0,1312.0,2800.0,-0.036356959,2.003962767,9,-169.0909091,0.33460438,0.531384104,37.97710443,0.3618677,-0.33460438,0.542735562,87.75817182,25.47716469
160008,12002,0.23386861,3164.0,2490.0,1426.0,1396.0,1312.0,2800.0,-0.036356959,2.003962767,9,-169.0909091,0.33460438,0.531384104,37.97710443,0.3618677,-0.33460438,0.542735562,87.75826165,25.47716469
160009,12003,0.20444508,3210.0,2663.0,1455.0,1413.0,1396.0,2772.0,-0.013427562,2.000052058,9,14.54545455,0.32473117,0.496347405,33.70654937,0.33013436,-0.32473117,0.495142137,87.75835148,25.47716469
160010,12004,0.18711485,3210.0,2663.0,1465.0,1436.0,1451.0,2773.0,0.000172325,2.002167631,9,6.710659898,0.31765264,0.476695013,31.55756291,0.3129735,-0.31765264,0.469404663,87.75844132,25.47716469
160011,12005,0.16494986,3199.0,2775.0,1479.0,1465.0,1520.0,2762.0,0.016042781,2.010208395,9,3.927893738,0.306837,0.449629351,28.63366282,0.29005137,-0.306837,0.43502627,87.75853115,25.47716469
160012,12006,0.15874295,3199.0,2775.0,1524.0,1515.0,1566.0,2790.0,0.015070491,2.015197499,9,4.042272127,0.29616725,0.438665549,28.1603545,0.28099173,-0.29616725,0.421439229,87.75862098,25.47716469
160013,12007,0.15594359,3011.0,2524.0,1542.0,1571.0,1571.0,2761.0,0.004636291,2.019318543,9,4.775280899,0.2746999,0.430958849,28.82251971,0.2746999,-0.2746999,0.412002308,87.75871081,25.47716469
160014,12008,0.17473567,3011.0,2524.0,1538.0,1522.0,1483.0,2684.0,-0.015599071,2.011131333,9,62.55208333,0.276272,0.447420411,30.54107159,0.28821695,-0.276272,0.432273545,87.75880064,25.47716469
160015,12009,0.21278141,2980.0,2213.0,1428.0,1435.0,1355.0,2747.0,-0.027453795,2.000181445,9,20.71428571,0.3137255,0.506689124,35.90533139,0.33934665,-0.3137255,0.508957952,87.75772266,25.47725452
160016,12010,0.16903155,2980.0,2213.0,1501.0,1554.0,1508.0,2742.0,-0.006423983,2.010060827,9,5.782567948,0.27653632,0.449991339,31.20274749,0.29035294,-0.27653632,0.435478179,87.75781249,25.47725452
160017,12011,0.12531495,3106.0,2376.0,1580.0,1641.0,1649.0,2663.0,0.011811628,2.059405466,9,3.580508475,0.23745354,0.380729295,24.79369413,0.2351577,-0.23745354,0.352695652,87.75790233,25.47725452
160018,12012,0.098735474,3106.0,2376.0,1616.0,1671.0,1764.0,2685.0,0.035363169,2.106518049,9,2.002173913,0.23278236,0.342974796,20.14610847,0.20701282,-0.23278236,0.310484324,87.75799216,25.47725452
160019,12013,0.08180342,3164.0,2490.0,1618.0,1670.0,1838.0,2713.0,0.055715106,2.139306515,9,1.36123211,0.23796487,0.322480928,16.93268499,0.19226544,-0.23796487,0.288366473,87.75808199,25.47725452
160020,12014,0.08308605,3164.0,2490.0,1654.0,1700.0,1854.0,2726.0,0.050127443,2.143940578,9,1.507607192,0.23181202,0.31984271,17.1888385,0.19039302,-0.23181202,0.285558345,87.75817182,25.47725452
160021,12015,0.08308605,3164.0,2490.0,1654.0,1700.0,1854.0,2726.0,0.050127443,2.143940578,9,1.507607192,0.23181202,0.31984271,17.1888385,0.19039302,-0.23181202,0.285558345,87.75826165,25.47725452
160022,12016,0.37528983,2406.0,1588.0,1226.0,1131.0,943.0,2926.0,-0.111006363,2.139720849,9,-8.12704918,0.44244516,0.677679694,51.44768384,0.5125355,-0.44244516,0.768703967,87.75700401,25.47734435
160023,12017,0.37437934,2416.0,1731.0,1232.0,1134.0,945.0,2920.0,-0.111842105,2.13738815,9,-7.607858243,0.44055253,0.676332379,51.33760313,0.5109961,-0.44055253,0.766395033,87.75709384,25.47734435
160024,12018,0.3857404,2416.0,1731.0,1250.0,1149.0,924.0,2919.0,-0.129738639,2.149941581,9,-5.474753019,0.43510324,0.683416177,52.73620408,0.5191257,-0.43510324,0.778587225,87.75718367,25.47734435
160025,12019,0.3857404,2416.0,1731.0,1250.0,1149.0,924.0,2919.0,-0.129738639,2.149941581,9,-5.474753019,0.43510324,0.683416177,52.73620408,0.5191257,-0.43510324,0.778587225,87.75727351,25.47734435
160026,12020,0.38374978,2517.0,1795.0,1256.0,1143.0,931.0,2925.0,-0.126026754,2.14678451,9,-5.490088106,0.4380531,0.681672309,52.32715728,0.5171162,-0.4380531,0.775573707,87.75736334,25.47734435
160027,12021,0.32395247,2517.0,1795.0,1317.0,1252.0,1081.0,2917.0,-0.086028324,2.070557253,9,-9.693769799,0.39937636,0.629373798,47.62907068,0.45922962,-0.39937636,0.688758284,87.75745317,25.47734435
160028,12022,0.29483283,2406.0,1588.0,1360.0,1312.0,1160.0,2900.0,-0.070512821,2.041241452,9,-12.83185841,0.37701803,0.599958619,45.01321716,0.42857143,-0.37701803,0.642777983,87.75700401,25.47743418
160029,12023,0.28965726,2416.0,1731.0,1365.0,1309.0,1171.0,2887.0,-0.066188198,2.036618548,9,-13.26120556,0.37607244,0.594346883,44.18671993,0.4228684,-0.37607244,0.634224467,87.75709384,25.47743418
160030,12024,0.26933494,2416.0,1731.0,1361.0,1309.0,1214.0,2857.0,-0.047469596,2.02293587,9,-62.70992366,0.37157944,0.575035987,41.5707537,0.40358633,-0.37157944,0.60530517,87.75718367,25.47743418
160031,12025,0.26933494,2416.0,1731.0,1361.0,1309.0,1214.0,2857.0,-0.047469596,2.02293587,9,-62.70992366,0.37157944,0.575035987,41.5707537,0.40358633,-0.37157944,0.60530517,87.75727351,25.47743418
