Unnamed: 0,system:index,ARVI,B11,B12,B2,B3,B4,B8,CARI,CVI,DN,EVI,GNDVI,MSAVI,MTVI2,NDVI,NDWI,SAVI,Longitude,Latitude
5000,5000,0.31221482,2445.0,1128.0,1751.0,1643.0,1319.0,3282.0,-0.125331565,2.039651782,3,-2.535520537,0.33279186,0.598074287,51.40655427,0.42664638,-0.33279186,0.639900033,87.83515744,25.52208045
5001,5001,0.31203932,2424.0,1108.0,1788.0,1649.0,1330.0,3285.0,-0.127439724,2.037211751,3,-2.279617537,0.33157682,0.595092701,51.08515797,0.42361864,-0.33157682,0.635359116,87.83461845,25.52217028
5002,5002,0.3134715,2424.0,1108.0,1771.0,1657.0,1325.0,3299.0,-0.128002632,2.039862068,3,-2.42804428,0.33131558,0.598326715,51.70972925,0.42690313,-0.33131558,0.640285436,87.83470828,25.52217028
5003,5003,0.31649178,2418.0,1089.0,1766.0,1654.0,1319.0,3315.0,-0.129085507,2.043058802,3,-2.476426799,0.3342725,0.602075478,52.14294906,0.4307294,-0.3342725,0.646024382,87.83479811,25.52217028
5004,5004,0.31201652,2418.0,1089.0,1786.0,1628.0,1334.0,3302.0,-0.122657021,2.037917539,3,-2.356321839,0.33955374,0.595965961,50.64158616,0.4245039,-0.33955374,0.636687156,87.83488795,25.52217028
5005,5005,0.31201652,2418.0,1089.0,1786.0,1628.0,1334.0,3302.0,-0.122657021,2.037917539,3,-2.356321839,0.33955374,0.595965961,50.64158616,0.4245039,-0.33955374,0.636687156,87.83497778,25.52217028
5006,5006,0.31450778,2445.0,1128.0,1774.0,1632.0,1323.0,3300.0,-0.125578321,2.040472204,3,-2.392303969,0.33819953,0.599054517,51.21633589,0.42764437,-0.33819953,0.64139721,87.83506761,25.52217028
5007,5007,0.3123061,2445.0,1128.0,1770.0,1631.0,1330.0,3306.0,-0.122257053,2.039311455,3,-2.484909457,0.33927485,0.597664782,50.95587744,0.4262295,-0.33927485,0.639275315,87.83515744,25.52217028
5008,5008,0.31913796,2429.0,1109.0,1772.0,1655.0,1319.0,3339.0,-0.130090684,2.045588797,4,-2.480353635,0.33720464,0.604935761,52.50770474,0.4336625,-0.33720464,0.650423956,87.83497778,25.52226012
5009,5009,0.31372294,2477.0,1144.0,1770.0,1656.0,1324.0,3299.0,-0.128086928,2.040115582,3,-2.431068439,0.33158424,0.598629847,51.7318874,0.42721176,-0.33158424,0.640748351,87.83506761,25.52226012
5010,5010,0.31459376,2477.0,1144.0,1773.0,1644.0,1335.0,3348.0,-0.122720552,2.04231595,3,-2.596079443,0.34134614,0.601218675,51.63975877,0.42985266,-0.34134614,0.644710153,87.83515744,25.52226012
5011,5011,0.24667294,2593.0,1490.0,1804.0,1659.0,1401.0,2833.0,-0.105506784,2.000119748,1,-1.563318777,0.26135352,0.505427114,40.92350305,0.33821446,-0.26135352,0.507261778,87.83425913,25.52288894
5012,5012,0.25040042,2593.0,1490.0,1786.0,1669.0,1404.0,2898.0,-0.103305125,2.000965167,1,-1.802606178,0.26910445,0.515484858,42.10707701,0.34728032,-0.26910445,0.520859965,87.83434896,25.52288894
5013,5013,0.23284768,2603.0,1492.0,1809.0,1703.0,1448.0,2845.0,-0.096129838,2.000321426,1,-1.717482174,0.25109938,0.490992984,39.92445956,0.32541347,-0.25109938,0.488063352,87.83443879,25.52288894
5014,5014,0.2602116,2685.0,1521.0,1784.0,1664.0,1381.0,2921.0,-0.110466989,2.002969597,1,-1.772559853,0.27415484,0.527174039,43.48339788,0.35797304,-0.27415484,0.536897153,87.83425913,25.52297877
