Unnamed: 0,system:index,ARVI,B11,B12,B2,B3,B4,B8,CARI,CVI,DN,EVI,GNDVI,MSAVI,MTVI2,NDVI,NDWI,SAVI,Longitude,Latitude
40000,18856,0.36204007,1495.0,672.0,1680.666667,1427.0,1127.666667,2990.0,-0.16870482,2.14116975,4,-1.932101024,0.35832018,0.618314804,50.72419381,0.45886356,-0.35832018,0.688210374,87.42714264,25.64164622
40001,18857,0.31641033,1485.666667,712.3333333,1713.0,1459.333333,1189.666667,2754.333333,-0.149291133,2.078155881,4,-1.491717833,0.31365976,0.566918417,44.99155511,0.40450326,-0.31365976,0.606676119,87.42723247,25.64164622
40002,18858,0.39032674,1496.0,637.3333333,1672.666667,1432.333333,1119.333333,3273.333333,-0.173897017,2.20537875,4,-2.708421691,0.39333975,0.648829476,55.08693824,0.49381453,-0.39333975,0.740636837,87.42696298,25.64173605
40003,18859,0.39295107,1495.0,672.0,1682.666667,1422.0,1108.333333,3239.0,-0.178987937,2.207803817,4,-2.397078323,0.3926577,0.64878891,54.89321633,0.4940496,-0.3926577,0.740988445,87.42705281,25.64173605
40004,18860,0.3832632,1495.0,672.0,1676.666667,1405.0,1111.333333,3150.666667,-0.172672909,2.183657246,4,-2.368707159,0.38652012,0.639972334,53.17201933,0.48336983,-0.38652012,0.724968721,87.42714264,25.64173605
40005,18861,0.36282745,1485.666667,712.3333333,1675.333333,1433.0,1127.666667,2993.333333,-0.169067258,2.144571848,4,-2.041221566,0.35785544,0.619282811,50.94859683,0.46011138,-0.35785544,0.690081748,87.42723247,25.64173605
40006,18862,0.39986518,1502.0,654.0,1668.0,1416.0,1111.666667,3363.333333,-0.173614904,2.224275812,9,-3.199770006,0.40833697,0.659179601,56.2278747,0.5052307,-0.40833697,0.757761038,87.42678331,25.64182588
40007,18863,0.39986518,1502.0,654.0,1668.0,1416.0,1111.666667,3363.333333,-0.173614904,2.224275812,9,-3.199770006,0.40833697,0.659179601,56.2278747,0.5052307,-0.40833697,0.757761038,87.42687314,25.64182588
40008,18864,0.38749683,1502.0,654.0,1676.666667,1427.0,1125.333333,3273.666667,-0.170065294,2.198571003,4,-2.860456698,0.39416063,0.646603795,54.66322815,0.490973,-0.39416063,0.736375292,87.42696298,25.64182588
40009,18865,0.37946534,1519.333333,674.3333333,1678.333333,1430.666667,1130.666667,3208.0,-0.167477006,2.179424672,4,-2.549660814,0.38551748,0.639123707,53.65235745,0.48206615,-0.38551748,0.723015266,87.42705281,25.64182588
40010,18866,0.38762373,1519.333333,674.3333333,1675.0,1422.0,1112.333333,3213.666667,-0.175424554,2.197065724,4,-2.451759999,0.38850513,0.644682187,54.34122355,0.4890435,-0.38850513,0.733479859,87.42714264,25.64182588
40011,18867,0.37792462,1524.666667,741.3333333,1676.666667,1425.333333,1124.0,3148.333333,-0.170663725,2.179435332,4,-2.393911391,0.37944767,0.634848771,52.99816898,0.4781879,-0.37944767,0.717197046,87.42723247,25.64182588
40012,18868,0.39724034,1502.0,654.0,1660.0,1417.333333,1107.333333,3320.333333,-0.174822639,2.218978106,9,-3.003923865,0.40272126,0.656418865,55.88196025,0.5021065,-0.40272126,0.753074214,87.42678331,25.64191571
40013,18869,0.39724034,1502.0,654.0,1660.0,1417.333333,1107.333333,3320.333333,-0.174822639,2.218978106,9,-3.003923865,0.40272126,0.656418865,55.88196025,0.5021065,-0.40272126,0.753074214,87.42687314,25.64191571
40014,18870,0.3938786,1502.0,654.0,1672.333333,1426.333333,1113.666667,3304.666667,-0.17509186,2.211449547,9,-2.777392471,0.39759335,0.652408058,55.56956198,0.497675,-0.39759335,0.746427709,87.42696298,25.64191571
40015,18871,0.38308367,1519.333333,674.3333333,1678.0,1427.333333,1125.0,3226.0,-0.169508567,2.183518414,4,-2.599970546,0.38858476,0.643111329,54.09398101,0.48605645,-0.38858476,0.729000275,87.42705281,25.64191571
40016,18872,0.388441,1519.333333,674.3333333,1659.666667,1420.0,1110.333333,3225.333333,-0.174072667,2.200705331,4,-2.54748357,0.39103457,0.646937118,54.5636859,0.49162534,-0.39103457,0.737352273,87.42714264,25.64191571
40017,18873,0.3840429,1524.666667,741.3333333,1669.666667,1416.666667,1124.666667,3226.666667,-0.168416893,2.19421901,4,-2.615409585,0.39228824,0.642708511,53.8322847,0.4870012,-0.39228824,0.730417135,87.42723247,25.64191571
40018,18874,0.3545337,1524.666667,741.3333333,1684.333333,1439.0,1143.333333,2980.333333,-0.163131671,2.127624613,4,-1.881731289,0.3539553,0.612605537,50.15747443,0.45200336,-0.3539553,0.677921411,87.4273223,25.64191571
40019,18875,0.39055446,1479.0,649.6666667,1660.0,1415.0,1119.0,3296.333333,-0.168781477,2.207340312,9,-3.004630439,0.40059504,0.650594421,54.96707385,0.4955956,-0.40059504,0.74330877,87.42678331,25.64200554
40020,18876,0.39055446,1479.0,649.6666667,1660.0,1415.0,1119.0,3296.333333,-0.168781477,2.207340312,9,-3.004630439,0.40059504,0.650594421,54.96707385,0.4955956,-0.40059504,0.74330877,87.42687314,25.64200554
40021,18877,0.39705855,1479.0,649.6666667,1667.666667,1428.0,1110.666667,3335.0,-0.175300496,2.217119719,9,-3.070191317,0.40084487,0.656223368,56.15529287,0.50181,-0.40084487,0.752630065,87.42696298,25.64200554
40022,18878,0.39887747,1517.333333,674.3333333,1685.333333,1429.333333,1112.0,3345.666667,-0.177990181,2.215592278,4,-2.69994332,0.40219852,0.657900976,56.30992203,0.50303173,-0.40219852,0.754462619,87.42705281,25.64200554
40023,18879,0.38857213,1517.333333,674.3333333,1678.333333,1423.0,1116.0,3236.0,-0.174152471,2.197785414,4,-2.51144901,0.39145124,0.646301581,54.51811164,0.490816,-0.39145124,0.73613874,87.42714264,25.64200554
40024,18880,0.38365734,1563.333333,818.3333333,1681.0,1418.666667,1121.333333,3205.666667,-0.170197466,2.186031219,4,-2.458707522,0.38945967,0.641950307,53.77968865,0.48545817,-0.38945967,0.728102388,87.42723247,25.64200554
40025,18881,0.35207477,1563.333333,818.3333333,1677.333333,1436.666667,1143.333333,2952.666667,-0.162341778,2.125530999,4,-1.89153215,0.35087898,0.609843015,49.71282104,0.44921303,-0.35087898,0.673735638,87.4273223,25.64200554
40026,18882,0.3891351,1479.0,649.6666667,1675.333333,1414.333333,1112.666667,3232.333333,-0.173770682,2.19934975,9,-2.519355603,0.39336914,0.646548073,54.39798826,0.4911723,-0.39336914,0.736673052,87.42678331,25.64209537
40027,18883,0.3891351,1479.0,649.6666667,1675.333333,1414.333333,1112.666667,3232.333333,-0.173770682,2.19934975,9,-2.519355603,0.39336914,0.646548073,54.39798826,0.4911723,-0.39336914,0.736673052,87.42687314,25.64209537
40028,18884,0.39202812,1479.0,649.6666667,1673.666667,1428.0,1119.0,3305.0,-0.172088021,2.207665358,9,-2.975688948,0.3975232,0.65091178,55.37857544,0.49603263,-0.3975232,0.743964516,87.42696298,25.64209537
40029,18885,0.39916164,1517.333333,674.3333333,1666.666667,1432.333333,1114.666667,3385.333333,-0.173847225,2.22050159,9,-3.136012089,0.40574887,0.660210288,56.76104012,0.50579095,-0.40574887,0.758601933,87.42705281,25.64209537
40030,18886,0.38947818,1517.333333,674.3333333,1680.0,1430.666667,1120.666667,3278.666667,-0.172970258,2.197141108,4,-2.602276214,0.3939429,0.649144482,55.06176736,0.49329284,-0.3939429,0.739854655,87.42714264,25.64209537
40031,18887,0.3835633,1563.333333,818.3333333,1684.333333,1420.0,1119.0,3195.333333,-0.171440334,2.181082882,4,-2.361424331,0.3879491,0.642242697,53.80621777,0.48520172,-0.3879491,0.727717473,87.42723247,25.64209537
40032,18888,0.3613533,1563.333333,818.3333333,1678.666667,1439.0,1141.0,3046.0,-0.163820216,2.141613507,4,-2.03274653,0.36319813,0.620821959,51.2080897,0.46102986,-0.36319813,0.691460925,87.4273223,25.64209537
40033,18889,0.27375695,1734.0,1117.333333,1758.333333,1520.666667,1272.0,2627.666667,-0.130162199,2.034724956,4,-1.245882224,0.2723258,0.518401518,40.42931273,0.3548685,-0.2723258,0.532232513,87.42741213,25.64209537
40034,18890,0.39164278,1471.666667,650.6666667,1673.0,1422.0,1112.666667,3274.333333,-0.173065593,2.198491652,9,-2.796724607,0.3964982,0.65164163,55.1954431,0.4957083,-0.3964982,0.743477158,87.42696298,25.64218521
40035,18891,0.39768198,1512.333333,678.0,1663.333333,1427.333333,1112.0,3351.333333,-0.173903447,2.216445943,9,-3.03487593,0.40382144,0.658550359,56.3487138,0.50389075,-0.40382144,0.755751032,87.42705281,25.64218521
40036,18892,0.39334723,1512.333333,678.0,1680.0,1425.0,1124.0,3342.666667,-0.170696916,2.208039805,4,-2.891953518,0.40289816,0.653616846,55.59809604,0.4985057,-0.40289816,0.747674564,87.42714264,25.64218521
40037,18893,0.38365027,1584.666667,781.6666667,1680.0,1423.666667,1122.333333,3220.0,-0.170200476,2.183689627,4,-2.456091163,0.38930532,0.64320146,54.05048298,0.48635986,-0.38930532,0.729455206,87.42723247,25.64218521
40038,18894,0.3768855,1584.666667,781.6666667,1673.333333,1420.666667,1120.0,3127.333333,-0.170160823,2.172330024,4,-2.30509721,0.37868673,0.634767285,52.82358412,0.47742644,-0.37868673,0.716054394,87.4273223,25.64218521
