Unnamed: 0,system:index,ARVI,B11,B12,B2,B3,B4,B8,CARI,CVI,DN,EVI,GNDVI,MSAVI,MTVI2,NDVI,NDWI,SAVI,Longitude,Latitude
85000,424,0.24122408,1874.0,1263.5,1327.0,1215.5,1159.0,2466.0,-0.04617155,2.005036774,1,-6.244982438,0.3395606,0.529377194,35.0273092,0.36025652,-0.3395606,0.540310321,87.73571394,25.35876673
85001,425,0.41785312,1874.0,1263.5,1143.0,1028.5,808.0,2799.0,-0.146695242,2.208028585,1,-5.486714371,0.46164924,0.709944152,53.56206285,0.5508161,-0.46164924,0.826109702,87.73580377,25.35876673
85002,426,0.45511568,1686.0,1006.0,1132.5,1007.0,743.5,2847.0,-0.180243956,2.279932213,1,-4.439393996,0.4760832,0.73695076,56.88151657,0.58428633,-0.4760832,0.876307544,87.7358936,25.35876673
85003,427,0.17802434,2322.5,1832.5,1346.5,1280.5,1273.5,2304.0,-0.015445768,2.011413718,1,-19.32695168,0.28551483,0.447138607,27.51914097,0.2880104,-0.28551483,0.431955222,87.73571394,25.35885657
85004,428,0.3200163,2322.5,1832.5,1200.5,1113.5,971.5,2572.0,-0.08727494,2.062566588,1,-7.699116086,0.3953065,0.621940882,44.01476032,0.451401,-0.3953065,0.677005883,87.73580377,25.35885657
85005,429,0.30973655,2082.0,1593.5,1227.0,1123.5,995.0,2550.5,-0.083088003,2.050228031,1,-5.831496063,0.3879697,0.60942924,42.69208402,0.43838057,-0.3879697,0.657478116,87.7358936,25.35885657
85006,430,0.32217813,2082.0,1593.5,1253.0,1127.5,1007.0,2675.0,-0.083602294,2.063983227,1,-6.600827964,0.4067386,0.623483795,44.25852058,0.45299006,-0.4067386,0.679392723,87.73598343,25.35885657
85007,431,0.12532102,2322.5,1832.5,1399.5,1345.5,1406.5,2220.0,0.012237869,2.076939297,1,13.11225562,0.2451365,0.366059849,20.17371084,0.22416842,-0.2451365,0.336206306,87.73571394,25.3589464
85008,432,0.16215499,2322.5,1832.5,1368.5,1323.5,1322.0,2299.5,-0.008982367,2.023303049,1,51.02232143,0.26928306,0.424856879,25.9788004,0.26981035,-0.26928306,0.404659685,87.73580377,25.3589464
85009,433,0.14018296,2082.0,1593.5,1378.0,1367.0,1366.5,2246.0,-0.002259345,2.048746044,1,31.81547619,0.24320783,0.391526625,23.63450084,0.2434561,-0.24320783,0.365133582,87.7358936,25.3589464
85010,434,0.16908556,2082.0,1593.5,1406.5,1334.0,1341.0,2367.0,-0.010810334,2.017964729,1,-27.09240187,0.27907953,0.43339215,26.64044176,0.2766868,-0.27907953,0.414974217,87.73598343,25.3589464
85011,435,0.114234276,2482.0,2032.5,1424.0,1364.0,1456.5,2240.5,0.021939842,2.096919784,1,6.826162554,0.24316297,0.349823836,18.38195779,0.21204224,-0.24316297,0.31802035,87.73580377,25.35903623
85012,436,0.1013469,2361.0,1881.0,1445.5,1405.5,1492.5,2213.0,0.022965034,2.134220026,1,5.526089851,0.22311157,0.325472341,16.94038882,0.19440608,-0.22311157,0.291569759,87.7358936,25.35903623
