Unnamed: 0,system:index,ARVI,B11,B12,B2,B3,B4,B8,CARI,CVI,DN,EVI,GNDVI,MSAVI,MTVI2,NDVI,NDWI,SAVI,Longitude,Latitude
145000,18138,0.39182422,1681.0,799.0,1407.0,1241.0,941.0,2900.0,-0.169094923,2.135924849,2,-2.442034405,0.40062788,0.675479447,53.9780476,0.5100234,-0.40062788,0.764935572,87.77856358,25.6723686
145001,18139,0.38776174,1617.0,751.0,1380.0,1227.0,943.0,2895.0,-0.160471845,2.133795599,2,-2.71714922,0.40465793,0.674228041,53.4490637,0.5085982,-0.40465793,0.762797968,87.77766526,25.67245843
145002,18140,0.39800835,1617.0,751.0,1397.0,1219.0,937.0,2955.0,-0.165256125,2.148953949,2,-2.655962095,0.415908,0.682873679,54.39822165,0.5184995,-0.415908,0.777649326,87.77775509,25.67245843
145003,18141,0.3958132,1619.0,760.0,1401.0,1222.0,938.0,2933.0,-0.166036897,2.144071153,2,-2.563608327,0.41179302,0.680153845,54.11224287,0.5153707,-0.41179302,0.772956219,87.77784493,25.67245843
145004,18142,0.40260994,1619.0,760.0,1415.0,1223.0,927.0,2938.0,-0.174532502,2.151819749,2,-2.381008762,0.41216055,0.684442481,54.74710059,0.52031046,-0.41216055,0.780364765,87.77793476,25.67245843
145005,18143,0.40260994,1619.0,760.0,1415.0,1223.0,927.0,2938.0,-0.174532502,2.151819749,2,-2.381008762,0.41216055,0.684442481,54.74710059,0.52031046,-0.41216055,0.780364765,87.77802459,25.67245843
145006,18144,0.39807692,1639.0,755.0,1378.0,1209.0,939.0,2984.0,-0.158790594,2.153373511,2,-2.979312354,0.42332458,0.685285578,54.45946056,0.52128476,-0.42332458,0.78182745,87.77811442,25.67245843
145007,18145,0.39856344,1639.0,755.0,1387.0,1221.0,942.0,2994.0,-0.161175423,2.15346425,2,-2.922244375,0.42064056,0.685334728,54.75804416,0.52134144,-0.42064056,0.781912867,87.77820425,25.67245843
145008,18146,0.39514703,1645.0,750.0,1414.0,1224.0,941.0,2927.0,-0.167256637,2.141106592,2,-2.444608567,0.41026258,0.678473156,53.93046765,0.51344365,-0.41026258,0.770065917,87.77829408,25.67245843
145009,18147,0.38961247,1645.0,750.0,1401.0,1222.0,949.0,2920.0,-0.160362752,2.135042051,2,-2.603698811,0.4099469,0.674962434,53.38663237,0.509434,-0.4099469,0.764052203,87.77838391,25.67245843
145010,18148,0.39983833,1696.0,821.0,1410.0,1227.0,928.0,2919.0,-0.173825951,2.147457002,2,-2.385002396,0.4081042,0.682045759,54.53039319,0.5175461,-0.4081042,0.776218324,87.77847375,25.67245843
145011,18149,0.38923898,1696.0,821.0,1424.0,1236.0,945.0,2875.0,-0.169230769,2.128841316,2,-2.261012184,0.39868644,0.671265971,53.29243036,0.5052356,-0.39868644,0.757754221,87.77856358,25.67245843
145012,18150,0.39484838,1617.0,751.0,1392.0,1223.0,928.0,2886.0,-0.16976068,2.140996685,2,-2.465994962,0.40472135,0.67840988,53.9567773,0.51337177,-0.40472135,0.769956744,87.77766526,25.67254826
145013,18151,0.36189502,1858.0,907.0,1515.0,1329.0,1091.0,3142.0,-0.131715082,2.100443361,4,-3.063937855,0.4055021,0.652732866,52.42186262,0.48452634,-0.4055021,0.726703673,87.82491665,25.68180091
145014,18152,0.36789542,1793.0,862.0,1514.0,1324.0,1076.0,3143.0,-0.13747495,2.107502056,4,-2.944444444,0.4072084,0.657616106,53.02267543,0.48992652,-0.4072084,0.734802702,87.82500648,25.68180091
145015,18153,0.372618,1793.0,862.0,1529.0,1310.0,1070.0,3153.0,-0.140389636,2.111968551,4,-2.750198046,0.41295093,0.660605105,53.10475117,0.49325123,-0.41295093,0.739789274,87.82509631,25.68180091
145016,18154,0.36996546,2130.0,1178.0,1515.0,1329.0,1095.0,3247.0,-0.129916567,2.115212944,4,-3.483327938,0.41914335,0.662731211,53.72646773,0.49562413,-0.41914335,0.743350604,87.82464715,25.68189074
145017,18155,0.37047273,1858.0,907.0,1504.0,1329.0,1082.0,3207.0,-0.133880328,2.11497804,4,-3.362341772,0.41402116,0.662578178,53.77014998,0.49545348,-0.41402116,0.743093601,87.82473698,25.68189074
145018,18156,0.37047273,1858.0,907.0,1504.0,1329.0,1082.0,3207.0,-0.133880328,2.11497804,4,-3.362341772,0.41402116,0.662578178,53.77014998,0.49545348,-0.41402116,0.743093601,87.82482681,25.68189074
145019,18157,0.36217335,1858.0,907.0,1509.0,1328.0,1080.0,3104.0,-0.135481289,2.099445382,4,-2.920634921,0.40072203,0.652025308,52.37241396,0.4837476,-0.40072203,0.725534711,87.82491665,25.68189074
