Crop_Name_x,Latitude,Longitude,geometry,Name,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,Crop_Name_y,VV_0,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VH_0,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14
Ragi,12.7416126,77.5814512,POINT (77.5814512 12.7416126),Ramanagara,0.4008264462809917,0.3043991733097136,0.1835748792270531,0.3303269447576099,0.3737373737373737,0.3635851183765501,-0.0103634505911545,0.1367253436218953,0.0573689416419386,0.5802696078431373,0.1694431937565661,0.2270376315320135,0.610770461210344,0.5825396825396826,0.2761605035405193,0.4221592251358375,0.07773851590106,0.0081042428094708,0.3141296250310404,0.1012414383561643,0.1794109700081059,0.0164427511529977,0.0063884735625934,0.0296206478434089,0.2966573816155989,0.0711898734177215,0.1551537070524412,0.0306510174786793,0.0259727531118298,0.6277278562259306,0.0916004147943311,-0.0257988859571973,0.0211649782923299,0.5211813120309853,0.4969091773656681,0.5768796568074057,0.1618836213730775,Ragi,-7.925518639,-11.72706442,-12.41088084,-7.83559004,-9.194763341,-6.837509961,-12.72511353,-6.282289131,-7.542887125,-7.892322022,-9.666408931,-8.944672372,-7.110890801,-8.030727885,-9.634000074,-17.32237488,-14.26173392,-16.74692833,-10.84355646,-18.47890339,-14.7158745,-14.48305128,-18.25782428,-16.03141292,-15.34277379,-17.26036517,-17.6522926,-17.07236736,-13.77728278,-14.4689055
Ragi,12.7426469,77.5818641,POINT (77.5818641 12.7426469),Ramanagara,0.1947194719471947,0.2012025901942645,0.1375770020533881,0.2343934040047114,0.2282071298464741,0.2584724329792615,-0.0144829909060289,0.1376265345681671,0.0647237401335762,0.3777653318398208,0.0612050488211478,0.1874735505713076,0.364459266317294,0.3974566473988439,0.2228704784130688,0.3574837310195228,0.0838136407300672,0.0094451940630208,0.2208305866842452,0.0900212314225053,0.1035670356703567,0.0141353383458646,0.0016987157708772,0.0355555555555555,0.2094133697135061,0.0531688643130582,0.1268643621688015,0.0349356006397844,0.0288471005218076,0.5059439854926456,0.0822525597269624,-0.01617802896503,0.0184172903876881,0.4462232243517474,0.5240675140654303,0.5972618368511123,0.1741977734119188,Ragi,-10.95460686,-10.49419193,-7.585979973,-11.65796322,-12.91259816,-10.23169089,-10.09677119,-8.60404215,-11.87920839,-10.74491721,-13.32686927,-9.7395601,-8.470778978,-12.45947052,-7.383778791,-18.78820496,-19.23187088,-14.51833314,-11.84168978,-20.34877887,-13.60310058,-18.76271428,-17.03458049,-15.88757068,-15.17597045,-17.22305708,-15.74438758,-19.87766394,-15.919984,-21.41309164
Ragi,12.74302,77.5813856,POINT (77.5813856 12.74302),Ramanagara,0.1821161048689138,0.2058759044069283,0.1253300832825513,0.1701852649719948,0.1897409055221146,0.2368421052631578,0.0031394028455013,0.1055986218776916,0.0648741983226443,0.1640494487136652,0.1282201405152224,0.239871867345016,0.1852429202390231,0.2231976589518489,0.1206144903466888,0.1973741794310722,0.0830420633964083,0.0075140393893854,0.0288964732650739,0.1734578381437464,0.107390873015873,0.0170408981555733,0.003867290860981,0.0352266981291083,0.0989564591579705,0.0626154793676863,0.1209927611168562,0.0345176808169465,0.0308684863523573,0.2551082338660732,0.040147206423553,-0.0229236592158823,0.0113714679531357,0.4358746388086241,0.4746106973595125,0.5577179927494753,0.1640316205533596,Ragi,-15.8840113,-13.73131861,-11.52676116,-8.804994089,-8.303296424,-12.47123655,-7.071128999,-9.24373529,-11.05129216,-9.310959868,-15.56270814,-12.03309525,-10.33961608,-15.68252778,-9.204353622,-21.24688318,-18.30859232,-17.25363943,-16.4849365,-19.76207279,-21.35737758,-18.6962967,-22.09342914,-22.72251964,-16.93703341,-21.95251874,-22.02897809,-18.89101014,-14.20808025,-15.89751394
Ragi,12.7425026,77.5814268,POINT (77.5814268 12.7425026),Ramanagara,0.1832009080590238,0.1971372804163955,0.1358969196698208,0.1956960322797579,0.2001011889704022,0.2464685825621042,0.0033855268726195,0.1336611533303531,0.0613905325443787,0.1713333333333333,0.1419833988641328,0.1647234678624813,0.1287685232498722,0.1551912568306011,0.1409017713365539,0.1908464785603199,0.0755344418052256,0.0096427442301612,0.1626984126984127,0.0473260766682442,0.0979221102401393,0.0126911162186469,-0.0010197838058331,0.0225359299260141,0.092507914175167,0.0868305248470537,0.1102783725910064,0.0315718385953064,0.0271336951159348,0.2629621978929973,0.0931088900578642,-0.025455072884183,0.0184245660881174,0.4287729196050776,0.4847732912249041,0.5964125560538116,0.1593834419195932,Ragi,-10.98020331,-12.25870344,-10.92047047,-7.797411221,-8.857564404,-5.264421003,-4.723736166,-6.285491404,-6.680963772,-8.49461645,-10.30385449,-11.44715989,-10.28187244,-7.057506462,-8.2669117,-20.60568013,-16.7444135,-20.42089238,-15.59641495,-22.68311512,-19.29557834,-18.34296374,-17.86127911,-23.22188022,-19.07217474,-18.6906781,-22.26381941,-17.1639639,-13.05555378,-12.17792581
Ragi,12.7428641,77.581965,POINT (77.581965 12.7428641),Ramanagara,0.2343945851090499,0.2821487996196815,0.1532999164578112,0.2901516975680231,0.2692828146143437,0.282792473411508,0.0050659912011731,0.1342185903983656,0.0631527811513237,0.4025122883670126,0.0394535390413378,0.2286981311371555,0.4439274080967892,0.4776049033474776,0.2357943563973714,0.4208798424162837,0.0834041519970863,0.0118451387232689,0.1610885204879574,0.140625,0.1126708533431843,0.0137536391928521,0.0046782832734422,0.0367982809562181,0.2230899830220713,0.0620018631611634,0.126123013130615,0.0364815906984581,0.0317382332711015,0.5617930456640134,0.0688956433637284,-0.0112739571589627,0.0225862496897493,0.4224529526281635,0.5245374094931617,0.5321880309609213,0.1701452663215895,Ragi,-11.44809331,-9.011440524,-8.968897268,-7.914487872,-8.050609479,-7.116196778,-10.20037391,-10.60092607,-11.09875608,-12.17875108,-6.801683788,-12.31444131,-13.31157405,-9.660496952,-10.45623354,-18.85360392,-16.01979519,-16.51636931,-16.52888463,-20.10130633,-13.03434418,-16.71501329,-18.06026549,-15.44041315,-15.4935672,-16.0547515,-18.13335839,-15.76488149,-15.19566313,-15.81473898
Ragi,12.74283,77.5788317,POINT (77.5788317 12.74283),Ramanagara,0.4277364505844846,0.3473736372646184,0.2134925623297716,0.3397920604914934,0.4016770354341358,0.4006259780907668,0.0164655403593456,0.1878077373974208,0.0743200902368717,0.5785036880927292,0.3703631010794897,0.2671755725190839,0.6231263383297645,0.5792154865002547,0.2683887915936953,0.4403881700554529,0.0741440377804014,0.0052639974477588,0.1394611727416798,0.340936089332383,0.1007941356139279,0.0168481610848572,0.0021150303609196,0.0184539501658304,0.2682182373140023,0.0678290452902402,0.1497395833333333,0.0356290487555404,0.0280609767938634,0.576437587657784,0.0844508880028996,-0.0196673897324656,0.0356356356356356,0.3353251318101933,0.2300585155528179,0.0737892330076907,0.1678657074340527,Ragi,-7.908858823,-7.163449346,-7.147756394,-6.3714154,-7.144801049,-6.40039256,-9.911782126,-7.068180515,-9.314042542,-7.356264039,-10.86238937,-4.663344695,-6.85161634,-7.93580535,-9.56020293,-15.29682236,-17.49114256,-17.51995801,-16.47742078,-14.34328019,-12.91322304,-13.87156077,-15.10174955,-15.73198629,-12.19198294,-16.85208818,-11.51351321,-13.96042562,-11.73942959,-15.74165086
Ragi,12.7425133,77.58143,POINT (77.58143 12.7425133),Ramanagara,0.178669097538742,0.1933101650738488,0.1297155537623562,0.1954280591662931,0.20244461420932,0.2484700122399021,-0.0017432536085349,0.1201397990388816,0.0641435242074219,0.1616127957347551,0.1652148235641518,0.1861726864052084,0.1412487205731832,0.1679347826086956,0.1364372469635627,0.1899404367968233,0.0788253477588871,0.0099652008857956,0.1488138030194105,0.0592017738359201,0.0963109680614013,0.0149104373061142,0.0050892311868087,0.0222184675171073,0.0952545895393141,0.0702679890272209,0.1112693608687911,0.0308303066137342,0.0260818020154119,0.2349102773246329,0.0723523243621111,-0.0212489158716392,0.0162018592297476,0.4048391119980045,0.4806680393502631,0.586780130615476,0.1577934573444515,Ragi,-10.98020331,-12.25870344,-10.92047047,-7.797411221,-6.40919593,-5.264421003,-4.723736166,-6.285491404,-6.680963772,-8.49461645,-10.30385449,-11.44715989,-10.53361359,-7.057506462,-8.2669117,-20.60568013,-16.7444135,-20.42089238,-15.59641495,-19.57872322,-19.29557834,-18.34296374,-17.86127911,-23.22188022,-19.07217474,-18.6906781,-22.26381941,-16.00606496,-13.05555378,-12.17792581
Ragi,12.741945,77.5818914,POINT (77.5818914 12.741945),Ramanagara,0.3093352531797456,0.3054493307839388,0.1759817161853314,0.3535008538667968,0.2847931219774315,0.3940936863543788,0.0048601077104952,0.1448715032977029,0.0637051501098364,0.6057156696536692,0.1652892561983471,0.1396289580136699,0.592896174863388,0.6203100426870366,0.2821584647539426,0.4846862283144142,0.0759613116301014,0.0104374153453908,0.3710796558423536,0.1015787905868334,0.1124067796610169,0.0152152152152152,0.0027085590465872,0.0358636646791848,0.2109266943291839,0.0449404464017615,0.157062543921293,0.0362781323480013,0.0281274586939417,0.5910764565735326,0.0978260869565217,-0.0314203730272596,0.0172459538339081,0.4906884285415359,0.4797860962566845,0.5035488958990536,0.1749551606065547,Ragi,-10.32404542,-8.497311969,-13.8711686,-11.54502481,-9.475706872,-7.590970962,-11.07502683,-8.050628896,-8.45025863,-8.245232165,-10.18688649,-11.25036018,-7.061614103,-4.574087509,-7.559209274,-16.71095263,-16.58452737,-15.19500516,-13.81978976,-18.01684306,-16.83830314,-19.75515192,-14.76536668,-17.55791956,-15.97903881,-18.15147232,-13.25197697,-14.95149107,-14.83045842,-15.61052298
Ragi,12.7409818,77.5790585,POINT (77.5790585 12.7409818),Ramanagara,0.1545806451612903,0.1819052178075634,0.122198731501057,0.1942800788954635,0.1692892023874118,0.2203905655592188,0.0082027493352944,0.108461362072919,0.0702077954014508,0.3310502283105023,0.2351834430856067,0.308440295604823,0.296981043763164,0.4453781512605042,0.2370357078772653,0.4444444444444444,0.0739125309442414,0.0088663711209626,0.1086250451100685,0.1374530753681778,0.0958126330731014,0.0243201641867624,0.0012226599646787,0.047961863994552,0.3524182076813655,0.0609537846089062,0.1794262434221694,0.0323722812341932,0.0278868813825608,0.3922465687454852,0.0739757207890743,-0.0203499286626116,0.0534285096257841,0.3934681181959564,0.4192880794701987,0.2737815389437392,0.1635058944131214,Ragi,-12.44768597,-9.284658624,-7.932489788,-8.321297272,-11.02752251,-10.42714656,-10.43582646,-9.43263525,-9.131236541,-8.966823066,-10.90163942,-10.74409297,-8.334350225,-7.035975753,-8.413954973,-19.48405826,-15.44897605,-19.49866945,-14.45162047,-18.25059152,-16.68421241,-16.80467316,-19.31032881,-14.79303066,-19.81372716,-18.79754979,-16.81739258,-14.76058184,-15.56989118,-13.76867603
Ragi,12.7409624,77.5790461,POINT (77.5790461 12.7409624),Ramanagara,0.1744948832327473,0.1874533233756534,0.1279519106912838,0.1982974461692538,0.1770011273957158,0.2285714285714285,0.0031563209480037,0.1177968062948391,0.0682572869265773,0.3639661426844015,0.2357602773650322,0.3360655737704918,0.4019948967756901,0.5256769374416433,0.2621046989458638,0.5135572642654795,0.0750588235294117,0.009758032526775,0.1428053642624139,0.1458885941644562,0.090327927074701,0.0238726790450928,0.0017769272826681,0.045555234517962,0.4079610637928038,0.0653212958045671,0.1790614941555141,0.0330947368421052,0.0270535189178592,0.3072519083969465,0.0775960441232407,-0.0196078431372549,0.0478108767094243,0.3710742148429686,0.3897137938454917,0.2633040259139287,0.1696565863659661,Ragi,-12.44768597,-9.284658624,-7.932489788,-8.321297272,-9.100215392,-10.42714656,-10.43582646,-9.837863486,-9.131236541,-8.966823066,-10.90163942,-10.74409297,-8.334350225,-7.092668795,-8.413954973,-19.48405826,-15.44897605,-19.49866945,-14.45162047,-21.47030364,-16.68421241,-16.80467316,-17.80436831,-14.79303066,-19.81372716,-18.79754979,-16.81739258,-14.76058184,-19.08885092,-13.76867603
